	Gonad	Glia	Intestine	Pharynx	Hypodermis	Body_wall_muscle	Neurons
DMN0066_X	0.0	0.00999999999999	nan	0.0	0.0	0.0	0.0
DMN0067_I	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
DMN0067_X	0.0	0.0	nan	0.0	0.0	0.0	0.00999999999974
DMN0068_I	0.0	0.0	0.00999999999999	0.0	0.0	0.0	0.0
DMN0068_X	0.0	0.0	nan	0.0	0.00999999999999	0.0	0.0
DMN0072_I	0.0	0.0	0.101056956217	0.0	-0.0	-0.0	0.0
DMN0072_X	0.0	0.0910514015162	nan	0.055380186448	0.0515672517185	0.0720822135403	0.072082213063
DMN0073_I	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
DMN0073_X	0.01	0.0	nan	0.0	0.0	0.0	0.0
DMN0075_I	0.0	0.0	0.00999999999999	0.0	0.0	0.0	0.0
DMN0075_X	0.01	0.01	nan	0.01	0.0	0.0	0.0
DMN0077_I	0.0	0.0	0.01	0.0	0.0	0.0	0.0
DMN0077_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0078_I	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
DMN0078_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0080_I	0.0900858071118	0.145939471429	0.0	0.039444959426	0.0673415060944	0.0	0.0
DMN0080_X	0.00325022596848	0.0100036980887	nan	0.0407033991366	0.00162875935776	0.125436143075	0.0406863494795
DMN0082_I	0.0	0.0	0.01	0.0	0.0	0.0	0.0
DMN0082_X	0.01	0.0	nan	0.0	0.01	0.0	0.01
DMN0083_I	0.0	0.0	0.012242163976	0.0	-0.0	0.0	0.0
DMN0083_X	0.01	0.0122422969262	nan	0.01	0.0122422913153	0.01	0.01
DMN0084_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0084_X	0.01	0.01	nan	0.01	0.00999999999976	0.0	0.0
DMN0085_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0085_X	0.0	0.0	nan	0.0	0.00999999999976	0.0	0.0
DMN0086_I	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
DMN0086_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0100_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0100_X	0.00999999999976	0.00999999999976	nan	0.00999999999976	0.00999999999976	0.0	0.00999999999976
DMN1001_I	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
DMN1001_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN1004_I	0.0	0.0	0.00999999999999	0.0	0.0	0.0	0.0
DMN1004_X	0.01	0.00999999999999	nan	0.00999999999999	0.0	0.0	0.0
DMN1005_I	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
DMN1005_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN1006_I	0.0	0.0	0.00999999999999	0.0	0.0	0.0	0.0
DMN1006_X	0.00999999999999	0.0	nan	0.00999999999999	0.00999999999999	0.0	0.0
DMN1007_I	0.0	0.0	0.00999999999999	0.0	0.0	0.0	0.0
DMN1007_X	0.0	0.00999999999999	nan	0.00999999999999	0.00999999999999	0.0	0.0
EX00001_E	1.78593078827	0.0	0.847691002739	2.10152312679	2.34819402805	2.13534225321	1.35400891054
EX00002_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00007_E	-8.63903111837	-13.2343292373	-15.0341464829	-8.29554226412	-8.2561719832	-8.30718817124	-7.64403106997
EX00009_E	0.531464503344	1.03796105232	1.32600417604	0.428196691891	0.409165075582	0.417636966395	0.471940150577
EX00011_E	7.26324927365	8.34276232774	12.5193300283	6.83075881271	6.6909797044	6.53083211442	6.71006639552
EX00014_E	1.79923351376	1.93370375657	4.27877788502	1.70689438723	1.68493770369	1.68336469805	1.97802362429
EX00016_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00018_E	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0
EX00019_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00020_E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX00021_E	0.0386689638931	0.0	0.191741040274	0.0	0.0	0.0660074102145	0.0300717941568
EX00022_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00025_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00026_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00027_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00031_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00032_E	0.0	0.0	-0.0	8.60775322928e-05	0.0	0.0	0.000110782798977
EX00033_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00037_E	0.0	1.15663489246	-0.0	0.0	0.0	0.0	0.0
EX00041_E	0.0	0.77673518072	-0.0	0.0	0.0	0.0	0.0
EX00042_E	0.0	0.0	1.24969203402	0.0	0.0	0.266200896864	0.383382279059
EX00047_E	0.138383767916	0.292026674173	0.302681375229	0.089467183836	0.0	0.156249315337	0.132000004485
EX00048_E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX00049_E	0.0	0.0300464653511	-0.0	0.0	0.0	0.0	0.0
EX00051_E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX00054_E	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
EX00058_E	0.0	0.0	0.719099264021	0.216396062009	0.329790009961	0.181701883095	0.25266351803
EX00059_E	0.0	0.125184808372	0.0146160866791	0.0	0.0499099296406	0.00999999999976	0.0
EX00061_E	0.0	0.0056855542095	-0.0	0.00311480842546	0.00284001738438	0.0	0.0
EX00062_E	0.0	0.0	0.228273504242	0.0	0.0	0.121090631534	0.0
EX00064_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00065_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00067_E	0.0	0.13440863046	0.014956214888	0.0	0.0	0.0	0.0
EX00068_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00072_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0
EX00073_E	0.05711291407	0.137619217125	-0.0	0.0704784661049	0.0324657796309	0.018905962623	0.0684002867101
EX00074_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00075_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00077_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00078_E	0.0204856409588	0.0544731519832	0.0624423767825	0.0138744171376	0.0101463829853	0.0322316754336	0.0204455120713
EX00079_E	0.0639003201907	0.149699294901	0.00664324308691	0.0499712579875	0.0241981501389	0.0795910370368	0.0711773851372
EX00080_E	0.0	4.08889370823	1.33354876594	0.0	0.0	0.12171012979	0.0
EX00081_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00082_E	0.0411010956401	0.0796491863766	0.0828242203633	0.0354210548572	0.0	0.0453367280324	0.0113932169929
EX00084_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00086_E	0.133724648593	0.256537488583	0.0625092167009	0.0992218575369	0.0798226100119	0.00544682055362	0.148156747105
EX00089_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00093_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00094_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00095_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00097_E	0.0540883606865	0.0	0.112502300778	0.0479831796951	0.0	0.0325128410768	0.0514657264348
EX00099_E	0.0	0.0	0.00138783829	0.01	0.0	0.0	0.0
EX00101_E	0.0	0.00028816797818	-0.0	0.0	0.0	0.0	0.0
EX00106_E	0.197654277943	0.0	0.154350069659	0.175714872942	0.134384148309	0.0296226001812	0.182402432276
EX00108_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00109_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00111_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00114_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00116_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00121_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00122_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00123_E	0.185868338975	0.0	0.0485257792559	5.55111512313e-17	0.0	0.175728005759	0.0901313213352
EX00124_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00127_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00130_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00132_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00133_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00134_E	0.0	0.00499999999999	0.00408962451991	0.0	0.0	0.00999999999976	0.0
EX00135_E	0.0378905394364	0.0780287590002	0.0845967452941	0.0270318272803	0.0	0.0408005442804	0.0379975701689
EX00137_E	0.0	0.0	-0.0	0.0	0.0	0.00914047217582	0.00914047217992
EX00140_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00141_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00143_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00147_E	0.0825604018322	0.531990022054	0.0265833242303	0.0998327469198	0.0456295488598	0.024194889141	0.0751336133473
EX00148_E	0.0	0.160882411492	0.119755476746	0.0	0.0	0.0	0.0
EX00149_E	0.0	2.3733450631	-0.0	0.0	0.0	0.0	0.0
EX00152_E	0.125818271637	0.229259384898	0.264353779461	0.0	0.0	0.133222652303	0.112765723956
EX00153_E	-0.0	-0.0	0.00644370213999	0.0	0.0	2.36366481943e-13	-0.0
EX00156_E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX00157_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00158_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00159_E	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00160_E	-0.0	0.00315767715181	-0.0	-0.0	-0.0	0.0	-0.0
EX00162_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00163_E	0.03	0.0	-0.0	0.00124953103107	0.0	0.0112495310311	0.0
EX00164_E	0.0496432666145	0.0	0.445885912981	0.0	0.0	0.791150809715	0.359221070051
EX00166_E	-0.0	0.0	0.147971701284	0.0	0.0	0.0	0.0
EX00167_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00170_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00178_E	0.0299960193432	-0.0	0.00224125175911	0.019408619722	0.0154646803879	0.0	0.0224458655298
EX00181_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00183_E	0.0	0.368502193075	-0.0	0.0	0.0	0.0	0.0
EX00185_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00186_E	0.0	0.00999999999999	0.00036864975	0.0	0.0	0.0	0.0
EX00187_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00188_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00189_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00191_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00194_E	0.0	0.000463439912892	0.000423241918198	0.000463439912892	0.000463439912892	0.000463439912892	0.000463439912892
EX00197_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00208_E	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0
EX00212_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00214_E	0.0	0.0354271417333	0.0363147686409	0.0	0.0	0.0288062325305	0.0
EX00219_E	0.0	0.0	-0.0	0.0	0.0	0.0	2.64678903794e-13
EX00233_E	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00239_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00242_E	0.205519571715	0.0264311457257	0.463995801858	0.179453957866	0.163622377501	0.104942200959	0.167647235018
EX00243_E	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX00245_E	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0
EX00249_E	0.0	0.0	-0.0	0.0	0.0	0.0	0.0
EX00250_E	0.000180802487226	0.00028816797818	0.000454622965094	0.000157871689076	0.000143944114768	0.00023431282856	0.00018257695574
EX00253_E	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0
