	Gonad	Glia	Intestine	Pharynx	Hypodermis	Body_wall_muscle	Neurons
BIO0011_X	0.0373170411502	-0.00931377583387	nan	0.0319905182597	0.0497429909737	0.0790359940081	0.0265571196505
BIO0012_I	0.0	-0.00300852160642	-0.0133441094663	0.0	0.00109105629166	0.0	0.0
BIO0012_X	-0.00999999999999	-0.0122406858312	nan	-0.008255125657	-0.00702912930272	-0.0124704106912	-0.00954092393077
BIO0013_I	-0.00371300295011	-0.00300852160642	0.0664218567071	0.0504842502378	0.00109105629166	0.172176930308	0.0485307213769
BIO0013_X	-0.00628699704988	-0.0122406858312	nan	-0.0587393758948	-0.00702912930272	-0.184647340999	-0.0580716453076
BIO0014_I	0.0	0.0	0.0306733580832	0.0	0.0	0.0	0.0
BIO0014_X	0.0106713421076	0.0106713339738	nan	0.0106713339258	0.0106713421076	0.0106713339737	0.0106713339257
BIO0015_I	0.0	0.0	3.59065328818e-05	0.0	0.0	0.0	0.0
BIO0015_X	3.60193514756e-05	3.58970783812e-05	nan	3.58970783812e-05	3.60193514757e-05	3.58970783812e-05	3.58970783812e-05
BIO0100_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
BIO0100_X	0.0	0.0	nan	-0.0	0.0	0.0065273365325	0.0
BIO0101_I	0.0	0.0	0.0139696216607	-0.0	0.0	-0.0	0.0
BIO0101_X	0.00122273084109	0.0419088649822	nan	0.0419088649822	0.00122273084118	0.35244343563	0.0139696216607
BIO0102_I	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
BIO0102_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
BIO0103_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
BIO0103_X	0.358970346702	0.0	nan	-0.0	0.0409381663706	-0.0	0.0
BIO0104_I	0.0	0.0	0.00670342036192	-0.0	0.0	-0.0	0.0
BIO0104_X	0.0	0.0065273483767	nan	0.00652734818217	0.0	1.16496629098e-08	0.00652734818217
BIO0105_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
BIO0105_X	4.37213254753e-07	0.0	nan	-0.0	0.318032617545	-0.0	0.0
BIO0106_I	0.0	0.0	0.338392286795	-0.0	0.0	-0.0	0.0
BIO0106_X	0.0	0.310534570453	nan	0.310534570648	0.0	-0.0	0.338473813969
BIO0107_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
BIO0107_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DGR0001_I	4.78780137251	6.81100101702	10.8138968302	4.02471362332	4.33943984161	4.78259893072	4.59831576814
DGR0002_I	0.604549120819	0.916418836632	1.2045023626	0.508195076032	0.547935124494	0.342347986329	0.489713146427
DGR0003_I	0.094807882094	0.143716574915	0.226040078707	0.0796972440947	0.0859294421068	0.116934116355	0.0910556945158
DGR0004_I	0.257918494552	0.390971318266	0.614926897648	0.216811015739	0.2337652931	0.318111433204	0.247710919506
DGR0005_L	0.122816342284	0.18617380398	0.292817591357	0.103241669296	0.111315003995	0.151479182339	0.117955670959
DGR0006_L	0.950502602577	1.44083989087	2.26617954491	0.799009916234	0.861491223688	1.17233060659	0.912884801401
DGR0007_L	0.950502602577	1.44083989087	2.26617954491	0.799009916234	0.861491223688	1.17233060659	0.912884801401
DGR0008_L	4.78780137251	6.81100101702	10.8138968302	4.02471362332	4.33943984161	4.78259893072	4.59831576814
DGR0009_L	0.604549120819	0.916418836632	1.2045023626	0.508195076032	0.547935124494	0.342347986329	0.489713146427
DGR0010_L	0.094807882094	0.143716574915	0.226040078707	0.0796972440947	0.0859294421068	0.116934116355	0.0910556945158
DGR0011_L	0.0260219097507	0.0394458736924	0.062041197401	0.0218744944767	0.0235850452309	0.0320948950167	0.024992047208
DGR0012_I	0.0260219097507	0.0394458736924	0.062041197401	0.0218744944767	0.0235850452309	0.0320948950167	0.024992047208
DGR0013_L	0.00791863718207	0.0120036371309	0.0188795417887	0.00665655161214	0.00717708338455	0.00976668628353	0.00760524328047
DGR0014_L	0.00791863718207	0.0120036371309	0.0188795417887	0.00665655161214	0.00717708338455	0.00976668628353	0.0
DGR0015_L	0.00791863718207	0.0120036371309	0.0188795417887	0.00665655161214	0.00717708338455	0.00976668628353	0.00760524328047
DGR0016_I	0.00791863718207	0.0120036371309	0.0188795417887	0.00665655161214	0.00717708338455	0.00976668628353	0.0
DGR0017_I	0.00791863718207	0.0120036371309	0.0188795417887	0.00665655161214	0.00717708338455	0.00976668628353	0.00760524328047
DGR0018_L	0.0921179062648	0.13963891698	0.219626663127	0.0774360010891	0.0834913734866	0.113616354797	0.0884721791799
DGR0019_I	0.0921179062648	0.13963891698	0.219626663127	0.0774360010891	0.0834913734866	0.113616354797	0.0884721791799
DGR0020_L	0.0220812729956	0.0334723743913	0.0526459675677	0.0185619229645	0.0200134358833	0.0272345936719	0.0212073680373
DGR0021_I	0.0282241779876	0.0427842295449	0.0672918250346	0.0237257615377	0.0255810784381	0.034811127935	0.0271071568317
DGR0022_L	0.00614290499203	0.00931185515365	0.0146458574669	0.0051638385732	0.00556764255483	0.00757653426305	0.00589978879434
DGR0023_I	0.00614290499203	0.00931185515365	0.0146458574669	0.0051638385732	0.00556764255483	0.00757653426305	0.00589978879434
DGR0024_I	0.00614290499203	0.00931185515365	0.0146458574669	0.0051638385732	0.00556764255483	0.00757653426305	0.00589978879434
DGR0025_L	0.00247425803166	0.00375065745497	0.00589910319548	0.00207990666965	0.00224255207049	0.0030516996074	0.00237633494713
DGR0026_I	0.00247425803166	0.00375065745497	0.00589910319548	0.00207990666965	0.00224255207049	0.0030516996074	0.00237633494713
DGR0027_L	0.129074451419	0.195660293821	0.307738117481	0.108502350585	0.116987062212	0.159197807053	0.123966104491
DGR0028_I	0.129074451419	0.195660293821	0.307738117481	0.108502350585	0.116987062212	0.159197807053	0.123966104491
DGR0029_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DGR0029_L	0.000858303850127	0.00130107842146	0.00204636012906	0.000721505954359	0.00077792657499	0.00105861453775	0.000824334975665
DMN0001_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0001_X	0.0148126881631	0.0	nan	-0.0	0.0	-0.0	0.00295540903753
DMN0002_I	0.000190100520515	0.000288167978175	-0.0	0.000159801983247	0.000172298244738	0.000234466121319	0.00018257696028
DMN0002_X	0.000463439912892	0.000463439912892	nan	0.000463439912892	0.000463439912892	0.000463439912892	0.000463439912892
DMN0005_I	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0
DMN0005_X	0.0	0.0	nan	-0.0	0.0	0.002195790735	0.0
DMN0006_I	0.0	0.0	0.000886263049665	-0.0	0.0	-0.0	0.0
DMN0006_X	0.000886263049665	0.000886263049665	nan	-0.0	0.000886263049665	0.000886263049665	0.0
DMN0007_I	2.71050543121e-20	0.0	-0.0	0.000641721698434	0.0	-0.0	0.0
DMN0007_X	-0.0	-0.0	nan	-0.0	-0.0	-0.0	-0.0
DMN0008_I	0.00077676012115	0.00121487586579	0.00902618516604	0.0	0.000697272959802	0.000975097074925	0.000743411970891
DMN0008_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0009_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0009_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0015_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0015_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0017_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0017_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.00351631477535
DMN0018_I	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0
DMN0018_X	-0.0	-0.0	nan	0.0	-0.0	0.0	-0.0
DMN0020_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0020_X	0.0	0.0	nan	0.01	0.0	0.01	0.01
DMN0021_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0021_X	0.00999999999999	0.0	nan	0.00999999999999	0.0	0.00999999999999	0.0
DMN0022_I	0.0	0.0	-0.0	-0.0	0.00238977665451	-0.0	0.0
DMN0022_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0023_I	0.0	0.0	0.0	0.0	0.0	-0.0	0.0
DMN0023_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0024_I	0.0	0.0	0.00614566271589	0.0	0.0	0.0	0.0
DMN0024_X	0.0	0.00614566271589	nan	0.00614566271589	0.00614566271589	0.00614566271589	0.0
DMN0025_I	0.0	0.0	0.01	0.0	0.0	-0.0	0.0
DMN0025_X	0.01	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0026_I	0.0	0.0	0.000920503667089	0.0	0.0	0.0	0.0
DMN0026_X	0.00184100733429	0.0	nan	0.000920503667089	5.68434188608e-13	0.00184100733429	0.0
DMN0027_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0027_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0030_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0030_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0031_I	0.0668033619276	0.0	0.166575519481	-0.0	0.0727070840517	-0.0	0.0551843920758
DMN0031_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0032_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0032_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0033_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0033_X	0.01	0.0	nan	0.0	0.0	0.0	0.0
DMN0034_I	0.0	0.0	0.00963135025	-0.0	0.0	-0.0	0.0
DMN0034_X	0.0	0.0	nan	0.00999999999999	0.0	-0.0	0.00999999999999
DMN0035_I	0.0	0.005	0.00036864975	-0.0	0.0	-0.0	0.0
DMN0035_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0038_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0038_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0039_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0039_X	0.0	0.01	nan	-0.0	0.0	-0.0	0.0
DMN0040_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0040_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0041_I	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
DMN0041_X	0.0	0.0	nan	0.0	0.0	-0.0	0.0
DMN0042_I	0.00999500114076	0.0	0.00219375271361	-0.0	0.0073838907467	0.0	0.0
DMN0042_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0043_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0043_X	0.0	0.0	nan	0.0	0.0	-0.0	0.0
DMN0044_I	7.99778783755e-08	7.56191804452e-08	0.00231386263705	-0.0	1.65874902841e-08	-0.0	0.0
DMN0044_X	0.00231404705131	1.11250032523e-07	nan	0.0023142429923	0.0023140780219	8.89289290922e-07	0.00231424288556
DMN0046_I	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0
DMN0046_X	-0.0	-0.0	nan	0.0	-0.0	0.0	-0.0
DMN0047_I	0.0	0.0	0.00440136577181	-0.0	0.0	-0.0	0.0
DMN0047_X	0.00440136577168	0.0	nan	-0.0	0.00440136577168	0.00440136577174	0.00440136577168
DMN0048_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0048_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0054_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0054_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0055_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0055_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0057_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0057_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0058_I	0.0	0.0	0.00813644303389	-0.0	0.0	-0.0	0.0
DMN0058_X	0.0	0.00813644303389	nan	0.00813644303389	0.00813644303389	0.00813644303389	0.0
DMN0059_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0059_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0060_I	0.0	0.0	0.00999999999999	-0.0	0.0	-0.0	0.0
DMN0060_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0061_I	0.0	0.0	0.00999999999999	-0.0	0.0	-0.0	0.0
DMN0061_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0062_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0062_X	0.0	0.00999999999999	nan	0.00999999999999	0.0	0.00999999999999	0.0
DMN0063_I	0.0	0.0	0.01	-0.0	0.0	-0.0	0.0
DMN0063_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0064_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0064_X	0.0	0.0	nan	0.01	0.0	0.0	0.0
DMN0065_I	0.0	0.0	0.01	0.0	0.0	0.0	0.0
DMN0065_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0066_I	0.0	0.0	0.00954124993001	-0.0	0.0	-0.0	0.0
DMN0066_X	0.0	0.00999999999999	nan	-0.0	0.0	0.0	0.0
DMN0067_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0067_X	0.0	0.0	nan	0.0	1.7763568394e-13	-0.0	0.00999999999999
DMN0068_I	0.0	0.0	0.01	0.0	0.0	0.0	0.0
DMN0068_X	0.0	0.0	nan	0.0	0.00999999999999	-0.0	0.0
DMN0072_I	0.0	0.0	0.101056956218	0.0	-0.0	0.0	0.0
DMN0072_X	0.0	0.0910514015145	nan	0.0559086430832	0.0593297618802	0.0720822148018	0.0720822148018
DMN0073_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0073_X	0.01	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0075_I	0.0	0.0	0.01	0.0	0.0	0.0	0.0
DMN0075_X	0.01	0.01	nan	0.01	0.0	0.0	0.0
DMN0077_I	0.0	0.0	0.01	0.0	0.0	0.0	0.0
DMN0077_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0078_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0078_X	0.0	0.0	nan	0.0	0.0	0.0	0.0
DMN0080_I	0.0278159541536	0.145939471393	0.01	0.0404604828275	0.0123790695321	0.0	0.0
DMN0080_X	0.00325022596848	0.0100036980887	nan	0.0407033875374	0.0	0.125436155471	0.0406863583257
DMN0082_I	0.0	0.0	0.01	0.0	0.0	0.0	0.0
DMN0082_X	0.01	0.0	nan	0.0	0.01	0.0	0.01
DMN0083_I	0.0	0.0	0.012242163976	0.0	0.0	0.0	0.0
DMN0083_X	0.01	0.0122422969263	nan	0.01	0.0122422913153	0.01	0.01
DMN0084_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0084_X	0.01	0.01	nan	0.01	0.00999999999993	0.0	0.0
DMN0085_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0085_X	0.0	0.0	nan	0.0	0.00999999999993	0.0	0.0
DMN0086_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN0086_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN0100_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DMN0100_X	0.00999999999993	0.00999999999993	nan	0.01	0.00999999999993	0.0	0.00999999999996
DMN1001_I	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0
DMN1001_X	0.0	0.0	nan	-0.0	0.0	-0.0	0.0
DMN1004_I	0.0	0.0	0.00999999999999	-0.0	0.0	-0.0	0.0
DMN1004_X	0.01	0.00999999999999	nan	0.00999999999999	0.0	-0.0	0.0
DMN1005_I	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
DMN1005_X	0.0	0.0	nan	0.00109205817785	0.00109205817785	0.00109205817785	0.0
DMN1006_I	0.0	0.0	0.00999999999999	0.0	0.0	0.0	0.0
DMN1006_X	0.00999999999999	0.0	nan	0.00999999999999	0.00999999999999	-0.0	0.0
DMN1007_I	0.0	0.0	0.00999999999999	0.0	0.0	0.0	0.0
DMN1007_X	0.0	0.00999999999999	nan	0.00999999999999	0.00999999999999	0.0	0.0
EX00001_E	1.50734972363	0.0	0.973441391858	2.09411124013	1.66033323507	1.99829550038	1.36805746277
EX00002_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00007_E	-8.77648402956	-13.3212764394	-16.0741517374	-8.36999832382	-8.39513775891	-8.33985655943	-7.69781485044
EX00009_E	0.559413229094	1.0379610523	1.28213339218	0.432262003297	0.511081555943	0.487879178384	0.475115570307
EX00011_E	7.47388785301	8.46079834223	13.4262330967	6.87852929973	7.26897192226	6.58342258545	6.7621174728
EX00014_E	1.94644038626	1.99698544873	5.0603380326	1.72752134578	2.37072125141	1.75020038181	1.99654018596
EX00016_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00018_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00019_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00020_E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX00021_E	0.102510949062	0.0	0.223736305792	-0.0	0.00847817784527	0.0867721930418	0.0300717941568
EX00022_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00025_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00026_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00027_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00031_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00032_E	0.0	0.0	-0.0	8.80078264843e-05	0.0	-0.0	0.000110782803518
EX00033_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00037_E	0.0	1.29272765769	-0.0	-0.0	0.0	-0.0	0.0
EX00041_E	0.0	0.772493402756	-0.0	-0.0	0.0	-0.0	0.0
EX00042_E	0.0	0.0	0.468270277724	-0.0	0.444616698808	0.248219441402	0.421073031873
EX00047_E	0.154681548545	0.289193007162	0.353761669538	0.0928506424634	0.0	0.160420769075	0.132000012444
EX00048_E	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
EX00049_E	0.0	0.0120325124048	-0.0	-0.0	0.0	-0.0	0.0
EX00051_E	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
EX00054_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00058_E	0.0	0.0	1.09322709252	0.231751225715	0.295240651704	0.183322120054	0.236328334848
EX00059_E	0.0	0.124428572022	0.0145882004826	0.0	0.0199999999999	0.000887387184071	0.0
EX00061_E	0.00417175592271	0.00568555420939	-0.0	0.00315289312946	0.00100966771416	-0.0	0.0
EX00062_E	0.0	0.0	0.252513670026	-0.0	0.0	0.130114977492	0.0
EX00064_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00065_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00067_E	0.0	0.122626751606	0.0145217583998	-0.0	0.0	-0.0	0.0
EX00068_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00072_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00073_E	0.0	0.136350137438	-0.0	0.0718754375199	0.072440917076	-0.0	0.068400289996
EX00074_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00075_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00077_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00078_E	0.032974472267	0.054003766951	0.071422888572	0.0143911045292	0.017726014495	0.0329191833897	0.0104455132866
EX00079_E	0.0720119712714	0.148169465384	-0.0	0.0516552563464	0.0325570563782	0.0818317773518	0.0711773890983
EX00080_E	0.0	3.79551874191	0.450336471446	0.0	0.0	0.0978884225501	0.0
EX00081_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00082_E	0.0371386425717	0.0785105257745	-0.0	0.0366744641845	0.024788734443	0.0470045234883	0.00139321994109
EX00084_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00086_E	0.146675563786	0.254094990482	0.0880286327896	0.101910498815	0.107407769554	-0.0	0.148156753429
EX00089_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00093_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00094_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00095_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00097_E	0.0580981704805	0.0	0.13537433455	0.0488156276405	0.0142045746029	0.0245078883018	0.0714657283928
EX00099_E	0.0	0.0	0.01277577658	0.02	0.0	-0.0	0.0
EX00101_E	0.0	0.000288167978175	-0.0	-0.0	0.0	-0.0	0.0
EX00106_E	0.221092403437	0.0	0.157086283588	0.178504660274	0.185363390633	0.0196419799571	0.19371930692
EX00108_E	0.0	0.0	-0.0	0.0	0.00523221850659	0.0	0.0
EX00109_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00111_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00114_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00116_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00121_E	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
EX00122_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00123_E	0.205521423975	0.0	0.126488899119	-0.0	0.0640931503346	0.181120266217	0.0901313310576
EX00124_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00127_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00130_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00132_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00133_E	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
EX00134_E	0.0	0.005	0.00408962451997	0.0	0.0	0.00999999999999	0.0
EX00135_E	0.0420385135578	0.0772464653359	0.0989438069645	0.0278929567277	0.0	0.0419463693102	0.0379975721945
EX00137_E	0.0	0.0	-0.0	-0.0	0.0	0.009140472176	0.00914047217992
EX00140_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00141_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00143_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00147_E	0.0616706419102	0.292450500793	0.0194022048043	0.0717395661392	0.0582935440288	0.0107645493493	0.0759833726433
EX00148_E	0.0	0.159057074331	0.161362825732	-0.0	0.0569074491588	-0.0	0.0
EX00149_E	0.0	2.26495777873	-0.0	-0.0	0.0	-0.0	0.0
EX00152_E	0.136372621221	0.22726887084	0.292788093573	-0.0	0.0022293082967	0.126138156534	0.0888205658703
EX00153_E	-0.0	-0.0	0.00607495238998	-0.0	0.0	0.0	-0.0
EX00156_E	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX00157_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00158_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00159_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00160_E	0.0	0.00315767715181	-0.0	-0.0	0.0	-0.0	0.0
EX00162_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00163_E	0.03	0.0	0.00678149807411	-0.0	0.0	0.0112495310311	0.0
EX00164_E	0.0673685640572	0.0	1.55848772686	-0.0	0.246359090225	0.796150214713	0.325515901863
EX00166_E	0.0	0.0	0.175975772493	0.0	0.00999999999991	0.0	0.0
EX00167_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00170_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00178_E	0.0311391121506	0.0	0.0130004760023	0.0196459285501	0.0189505145445	0.0	0.022445866088
EX00181_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00183_E	0.0	0.365007950984	-0.0	-0.0	0.0	-0.0	0.0
EX00185_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00186_E	0.0	0.00999999999999	0.00774673638999	-0.0	0.00999999999999	0.00999999999999	0.00999999999999
EX00187_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00188_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00189_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00191_E	0.0	0.0	-0.0	-0.0	0.00999999999988	0.0	0.0
EX00194_E	0.0	0.0	0.000916675821874	-0.0	0.0	-0.0	0.0
EX00197_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00208_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00212_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00214_E	0.0	0.0354271417326	0.0362502461395	-0.0	0.0	0.0288250782202	0.0
EX00219_E	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0
EX00233_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
EX00239_E	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
