,Intestine
RCC0074_I,0.00E+00
RCC0076_I,0.000647504
RCC0078_I,9.30E-03
RCC0079_I,0.01
RCC0080_I,0.02
RCC0081_I,0.03
RCC0082_I,0.01
RCC0083_I,0.01
RCC0084_I,0.01
RCC0085_I,0.01
RCC0086_I,0.01
RCC0087_I,0.01
RCC0088_I,0.01
RCC0089_I,0.01
RCC0090_I,0.01
RCC0091_I,0.01
RCC0092_I,0.03
RCC0093_I,0.01
RCC0094_I,0.02
RCC0095_I,0.01
RCC0096_I,0.01
RCC0097_I,0.02
RCC0098_I,0.01
RCC0099_I,0.02
RCC0101_I,0.102091999
RCC0102_I,0.17459407
RCC0103_I,0.01
RCC0104_I,0.01
RCC0106_I,0.008937829
RCC0107_I,0.01
RCC0108_I,0.01
RCC0109_I,0.01
RCC0110_I,0.01
RCC0111_I,0.01
RCC0112_I,0.01
RCC0113_I,0.01
RCC0114_I,1.00E-02
RCC0115_I,0.683263042
RCC0116_I,0.01
RCC0117_I,0.01
RCC0118_I,0.01
RCC0119_I,0.742250173
RCC0120_I,0.219575098
RCC0121_I,0.01
RCC0122_I,1.00E-02
RCC0123_I,0.01
RCC0124_I,0.058050013
RCC0125_I,0.01
RCC0126_I,0.01
RCC0127_I,0.02
RCC0128_I,0.26850862
RCC0129_I,0.01
RCC0130_I,0.464022544
RCC0131_I,0
RCC0134_I,0.01
RCC0136_I,0.074554718
RCC0137_I,0
RCC0138_I,0.009921284
RCC0139_I,-43.63037775
RCC0140_I,0.015110913
RCC0141_I,0.015110913
RCC0142_I,0
RCC0143_I,0
RCC0144_I,0.00886702
RCC0145_I,0
RCC0147_I,0.146043247
RCC0148_I,1.079398483
RCC0149_I,0.228573889
RCC0150_I,0.030765268
RCC0151_I,0.110058561
RCC0152_I,0.01
RCC0153_I,0.048725284
RCC0156_I,0
RCC0157_I,0.015109913
RCC0159_I,0.01
RCC0162_I,0
RCC0163_I,-4.075352792
RCC0165_I,0.01
RCC0166_I,0.01
RCC0167_I,0.01
RCC0168_I,0.01
RCC0170_I,0
RCC0171_I,0
RCC0172_I,0
RCC0173_I,0
RCC0174_I,0
RCC0175_I,0
RCC0176_I,0
RCC0177_I,0.01
RCC0178_I,0.617491045
RCC0179_I,0
RCC0180_I,0.617491045
RCC0181_I,0.01
RCC0185_I,0.01
RCC0200_I,0.06
RCC0201_I,0.04
RCC0202_I,0.04
RCC0203_I,0.04
RCC0204_I,0.04
RCC0205_I,0.04
RCC0206_I,0.03
RCC0207_I,0.04
RCC0208_I,0.04
RCC0209_I,0.01
RCC0210_I,0.02
RCC0211_I,0.01
RCC0212_I,0.01
RCC0213_I,0.01
RCC0214_I,1.00E-02
RCC0215_I,0.01
RCC0216_I,1.00E-02
RCC0217_I,0.01
RCC0218_I,0.01
RCC0219_I,0.01
RCC0222_I,0.01
RCC0223_I,0.01
RCC0250_I,0
RE00160_I,0
RE00548_I,0
RE10092_I,-0.01
RM00004_I,8.782804163
RM00081_I,78.75032144
RM00112_I,73.12748214
RM00115_I,0
RM00127_I,8.779140518
RM00130_I,0.002313943
RM00138_I,0.00046344
RM00161_I,0
RM00197_I,0.34367131
RM00199_I,0.01
RM00209_I,3.798838837
RM00216_I,0.01
RM00238_I,8.548211814
RM00239_I,0.01
RM00243_I,0.01
RM00245_I,1.537256518
RM00248_I,17.21007432
RM00258_I,10.70124709
RM00261_I,0
RM00267_I,20.9962479
RM00275_I,0
RM00335_I,0.01
RM00342_I,11.81189312
RM00344_I,0.01
RM00351_I,11.23237423
RM00355_I,-0.589518892
RM00369_I,-7.791603489
RM00371_I,0
RM00383_I,0
RM00405_I,-2.403303901
RM00410_I,-9.518639576
RM00432_I,-17.54822842
RM00471_I,0.557324738
RM00472_I,0.01
RM00479_I,-9.831902301
RM00489_I,0
RM00513_I,0.00E+00
RM00533_I,0.01
RM00549_I,0
RM00585_I,0.01
RM00667_I,1.547256518
RM00705_I,0.01
RM00706_I,15.51543656
RM00709_I,0.01
RM00710_I,0.01
RM00711_I,0.01
RM00713_I,1.00E-02
RM00716_I,0
RM00734_I,-1.00E-02
RM00751_I,0.02
RM00781_I,0.00E+00
RM00833_I,-1.25E+01
RM00842_I,-0.01
RM00908_I,-0.01
RM00927_I,1.074497465
RM00935_I,1.771418654
RM00943_I,-1.00E-02
RM00945_I,1.56E-02
RM01025_I,0.01
RM01082_I,-0.040001
RM01090_I,0.382942435
RM01175_I,0.960427762
RM01177_I,0.920427762
RM01214_I,1.770482069
RM01220_I,0.01
RM01248_I,0.01
RM01251_I,0.01
RM01253_I,0
RM01278_I,127.2565657
RM01282_I,127.2765657
RM01301_I,0
RM01360_I,0.01
RM01393_I,0.01
RM01465_I,0
RM01492_I,4.63E-04
RM01608_I,15.53543656
RM01616_I,0
RM01648_I,0.01
RM01655_I,0.01
RM01736_I,0
RM01859_I,0.01
RM01868_I,0.029999
RM01875_I,0
RM01923_I,0.01
RM01931_I,0.01
RM01939_I,0
RM01975_I,-0.970427762
RM02016_I,0.01
RM02050_I,0.00180081
RM02055_I,0.01
RM02085_I,0.106256365
RM02161_I,156.0382031
RM02164_I,0
RM02199_I,1.075361691
RM02300_I,0
RM02301_I,0
RM02313_I,0
RM02396_I,0.01
RM02433_I,0.01
RM02480_I,0.000647504
RM02488_I,0.01
RM02529_I,0
RM02530_I,0
RM02565_I,0
RM02566_I,0.01
RM02619_I,0.01
RM02661_I,1.769617844
RM02678_I,0.01
RM02765_I,12.46471317
RM02918_I,0.235292872
RM03026_I,-0.970427762
RM03035_I,0.002313943
RM03038_I,0.980974499
RM03045_I,15.53543656
RM03102_I,0
RM03103_I,0
RM03158_I,15.53543656
RM03172_I,1.074497465
RM03225_I,0.01
RM03291_I,0.01
RM03293_I,0.547324738
RM03313_I,0.01
RM03336_I,0
RM03381_I,-0.01
RM03425_I,-0.01
RM03451_I,0.01
RM03524_I,0.012558914
RM03534_I,0.01
RM03646_I,4.28E-01
RM03648_I,0.310470489
RM03650_I,0.075984375
RM03651_I,0.330542991
RM03654_I,0.829716048
RM03655_I,0.156265615
RM03656_I,0.466788719
RM03657_I,0.71951459
RM03658_I,0.628061498
RM03659_I,0.179398539
RM03660_I,0.312110313
RM03661_I,0.37915896
RM03662_I,0.401756968
RM03663_I,0.437298187
RM03664_I,0.078430957
RM03665_I,0.658604323
RM03758_I,0
RM03776_I,0.01
RM03777_I,0.930427762
RM03778_I,0.800427762
RM03815_I,-0.01
RM03856_I,0.01
RM03857_I,0.810427762
RM03858_I,0.703263042
RM03905_I,0.330542991
RM03989_I,0.01
RM03990_I,0.713263042
RM03991_I,0.02
RM04096_I,0.106256365
RM04125_I,-0.01
RM04138_I,1.06E-01
RM04170_I,-0.800427762
RM04188_I,0.01
RM04203_I,1.074497465
RM04204_I,1.074497465
RM04224_I,1.769617844
RM04432_I,15.53543656
RM04433_I,154.5628266
RM04737_I,-0.02
RM04738_I,-0.02
RM04739_I,-0.703263042
RM04740_I,-0.703263042
RM04741_I,-0.800427762
RM04742_I,0.800427762
RM04743_I,-8.00E-01
RM04744_I,-0.800427762
RM04745_I,-9.20E-01
RM04746_I,-0.920427762
RM04747_I,0.920427762
RM04748_I,-0.920427762
RM04749_I,-0.920427762
RM04751_I,0.930427762
RM04753_I,0.01
RM04754_I,0.810427762
RM04807_I,0.00E+00
RM05051_I,5.57E-01
RM05052_I,5.47E-01
RM05064_I,1.769617844
RM05066_I,1.769617844
RM05373_I,12.47471317
RM05577_I,5.70E-01
RM05578_I,0.59091553
RM06985_I,1.00E-02
RM07136_I,-0.01
RM07273_I,0.01
RM07411_I,0.000886263
RM07412_I,8.86E-04
RM08505_I,0.00E+00
RM08657_I,1.445377444
RM08759_I,0
RM08761_I,0
RM08766_I,0
RM08767_I,0
RM08770_I,0.01
RM08771_I,0.01
RM08772_I,0.01
RM08773_I,0.01
RM08774_I,0.01
RM08775_I,0.01
RM08781_I,0.01
RM10092_I,0.126256365
RM10151_I,0.01
RMC0001_I,11.1743456
RMC0003_I,22.90760591
RMC0004_I,3.18E+02
RMC0005_I,0
RMC0006_I,0
RMC0007_I,0
RMC0008_I,0
RMC0009_I,0.01
RMC0011_I,0.382942435
RMC0012_I,1.769617844
RMC0013_I,1.074497465
RMC0014_I,0.01
RMC0015_I,0.02
RMC0016_I,0.557324738
RMC0023_I,0.004401366
RMC0024_I,0.004401366
RMC0026_I,0
RMC0027_I,0
RMC0028_I,0
RMC0054_I,1.078768478
RMC0058_I,0.09716472
RMC0074_I,0.01
RMC0075_I,0.01
RMC0077_I,0
RMC0087_I,0.01
RMC0088_I,0.02
RMC0089_I,0.01
RMC0090_I,0.01
RMC0091_I,0.01
RMC0092_I,0.03
RMC0093_I,0.01
RMC0094_I,0.02
RMC0095_I,0.01
RMC0096_I,0.01
RMC0097_I,0.02
RMC0098_I,0.01
RMC0099_I,0.02
RMC0100_I,0.04
RMC0103_I,0.01
RMC0104_I,0.02
RMC0105_I,3.00E-02
RMC0106_I,0.219575098
RMC0107_I,0.961825271
RMC0108_I,0.01
RMC0109_I,0.01
RMC0110_I,0.01
RMC0111_I,0.01
RMC0112_I,0.01
RMC0113_I,1.00E-02
RMC0114_I,0.01
RMC0115_I,0.683263042
RMC0116_I,0.01
RMC0117_I,0.01
RMC0118_I,0.01
RMC0119_I,0.742250173
RMC0120_I,0.219575098
RMC0121_I,0.01
RMC0122_I,0.01
RMC0123_I,0.01
RMC0126_I,0.01
RMC0132_I,0.000647504
RMC0133_I,0.176081986
RMC0154_I,0.048725284
RMC0155_I,3.635050911
RMC0182_I,1.00E-02
RMC0183_I,0.00E+00
RMC0184_I,0.00E+00
RMC0187_I,0
SNK0012_I,0.00E+00
SNK0013_I,0
SNK0014_I,0
SNK0016_I,0
SNK0028_I,0
SNK0029_I,0
SNK0036_I,0.00E+00
SNK0045_I,0.0045872
SNK0056_I,0
SNK0069_I,0
SNK0070_I,0.00E+00
SNK0071_I,0.00E+00
SNK0074_I,0
SNK0101_I,0
SNK0102_I,0
SNK1002_I,0
SNK1003_I,0.00E+00
TCE0329_I,0.535848994
TCE0329_L,0.202375779
TCE0332_I,-0.000524209
TCE0332_L,0.001935691
TCE0333_I,-0.001856302
TCE0333_L,0
TCE0338_I,0.002563159
TCE0338_L,0
TCE0342_I,0.001047199
TCE0342_L,0.003451277
TCE0346_I,-0.002120935
TCE0346_L,0.002120935
TCE0352_I,0.036600872
TCE0360_I,0.098014891
TCE0360_L,0.109344193
TCE0368_I,-0.017946107
TCE0368_L,0
TCE0370_I,0
TCE0374_I,-0.029796181
TCE0374_L,0.00E+00
TCE0376_I,-0.01
TCE0376_L,0
TCE0379_I,0
TCE0379_L,0.00E+00
TCE0382_I,-1.31E-01
TCE0382_L,0
TCE0384_I,0
TCE0389_I,-0.002025141
TCE0389_L,0
TCE0392_I,0.00E+00
TCE0392_L,0.003218185
TCE0395_I,0.00E+00
TCE0395_L,0
TCE0399_I,-0.001249531
TCE0399_L,0
TCE0401_I,0
TCE0414_I,0
TCE0416_I,0.003828943
TCE0416_L,0
TCE0417_I,-0.002332036
TCE0417_L,1.36E-02
TCE0424_I,1.00E-06
TCE0424_L,0
TCE0430_I,-0.002557914
TCE0430_L,0.002557914
TCE0437_I,0.001613535
TCE0440_I,-1.52E+00
TCE0440_L,0
TCE0441_I,0.047700837
TCE0441_L,0
TCE0447_I,0
TCE0450_I,-0.002557914
TCE0450_L,0.002557914
TCE0453_I,-0.374656822
TCE0453_L,0
TCE0457_I,0.00E+00
TCE0457_L,0.001748572
TCE0459_I,0
TCE0459_L,0
TCE0464_I,0
TCE0464_L,0
TCE0474_I,-0.00255705
TCE0482_I,0.007747836
TCE0482_L,0
TCE0484_I,22.17884098
TCE0484_L,0
TCE0486_I,0
TCE0486_L,0.00E+00
TCE0487_I,0.01
TCE0504_I,-7.10E-05
TCE0504_L,0.011421086
TCE0507_I,2.26E-02
TCE0507_L,0
TCE0508_I,-0.177717904
TCE0508_L,0
TCE0513_L,0
TCE0514_I,-2.482560733
TCE0514_L,0
TCE0518_I,0.01
TCE0518_L,0
TCE0521_I,-0.10709594
TCE0521_L,0
TCE0531_I,-1.526590727
TCE0531_L,0
TCE0533_I,-0.099421545
TCE0533_L,0
TCE0536_I,-0.000519664
TCE0536_L,0.001348875
TCE0542_I,-0.351983614
TCE0542_L,0
TCE0544_I,0
TCE0544_L,0.00E+00
TCE0558_I,-3.72E-03
TCE0558_L,0.002983332
TCE0559_I,-1.25E-03
TCE0560_I,8.77E-01
TCE0573_I,4.15E-02
TCE0573_L,0.00E+00
TCE0574_I,0
TCE0576_I,-0.009999
TCE0576_L,0.145301037
TCE0591_I,0.00E+00
TCE0591_L,0
TCE0597_I,-0.000864225
TCE0597_L,0.010864225
TCE0600_I,0
TCE0602_I,0.001047199
TCE0602_L,0
TCE0603_I,0
TCE0605_I,1.56E-02
TCE0605_L,0
TCE0611_I,0.00E+00
TCE0611_L,0.00694842
TCE0612_I,0
TCE0615_I,0.00E+00
TCE0618_I,0
TCE0619_I,-2.52923749
TCE0619_L,0
TCE0621_I,-0.211220797
TCE0621_L,0.00E+00
TCE0622_I,0.014884698
TCE0622_L,-1.18E-03
TCE0627_I,4.00E-02
TCE0627_L,-0.019999
TCE0644_I,0
TCE0644_L,0
TCE0648_I,-0.006046973
TCE0648_L,0
TCE0658_I,-0.000829211
TCE0658_L,0.00E+00
TCE0660_I,0.01
TCE0662_I,0
TCE0662_L,0
TCE0670_I,0
TCE0670_L,0
TCE0673_I,-0.005946027
TCE0673_L,0.00E+00
TCE0674_I,0.028234017
TCE0674_L,0
TCE0687_I,-0.079502573
TCE0687_L,0
TCE0694_I,0.00E+00
TCE0694_L,0
TCE0697_I,0.003333333
TCE0699_L,0
TCE0706_I,-9.241040042
TCE0706_L,0
TCE0707_I,0
TCE0710_I,0
TCE0712_I,0
TCE0712_L,0
TCE0713_I,-0.002557914
TCE0713_L,2.56E-03
TCE0716_I,-0.00646874
TCE0716_L,0
TCE0718_I,-1.109729823
TCE0718_L,0
TCE0719_I,0.00E+00
TCE0719_L,0
TCE0723_I,0.001012143
TCE0723_L,-0.002625678
TCE0726_I,2.055925431
TCE0729_I,0
TCE0732_I,2.27E-02
TCE0732_L,0
TCE0735_I,-0.04713895
TCE0735_L,0
TCE0739_I,-0.00179881
TCE0739_L,0
TCE0743_I,0.00E+00
TCE0745_I,0.00E+00
TCE0745_L,3.60E-03
TCE0752_I,-0.01
TCE0752_L,0.00E+00
TCE0757_I,0
TCE0757_L,0.440176417
TCE0758_I,-0.136015945
TCE0758_L,0
TCE0766_I,-0.01179881
TCE0766_L,0
TCE0772_I,-0.038188216
TCE0772_L,0
TCE0777_I,0
TCE0779_I,-6.61E-04
TCE0779_L,0
TCE0784_I,-0.068997907
TCE0784_L,0
TCE0785_I,0
TCE0785_L,0
TCE0788_I,0.01036975
TCE0788_L,0
TCE0795_I,-0.001249531
TCE0797_I,0.00E+00
TCE0797_L,0.005422887
TCE0825_I,0.00E+00
TCE1117_I,-0.256209132
TCE1117_L,0
TCE1121_I,2.00E-06
TCE1121_L,1.47E-02
TCE1122_I,-0.177951398
TCE1122_L,0
TCE1124_I,-0.039537369
TCE1124_L,0
TCE1127_I,-1.126374703
TCE1127_L,0
TCE1130_I,-0.000974154
TCE1130_L,0.000974154
TCE1132_I,0
TCE1133_I,1.00E-06
TCE1133_L,0.009999
TCE1137_I,0.038135125
TCE1137_L,0
TCE1143_I,-0.02
TCE1143_L,-0.02
TCE1148_I,0.000368321
TCE1148_L,0
TCE1150_I,0
TCE1154_I,-0.038028629
TCE1154_L,0
TCE1156_I,-0.000524209
TCE1156_L,0
TCE1157_I,-0.009717794
TCE1157_L,0
TCE1158_I,-2.54E-03
TCE1158_L,0
TCE1159_I,-1.84E+00
TCE1159_L,0.00E+00
TCE1161_I,1.00E-06
TCE1161_L,0
TCE1164_I,-0.039063586
TCE1164_L,0
TCE1169_I,-0.000615674
TCE1169_L,0.002929616
TCE1179_I,0.00E+00
TCE1179_L,0
TCE1182_I,-8.643055712
TCE1182_L,0.023097963
TCE1184_I,-1.075367642
TCE1184_L,0
TCE1185_I,0
TCE1185_L,0
TCE1186_I,1.00E-06
TCE1186_L,0
TCE1189_I,-0.356902905
TCE1189_L,0
TCE1194_I,-0.070901357
TCE1194_L,0
TCE1197_I,-0.021989347
TCE1197_L,0
TCE1202_I,-4.701506371
TCE1202_L,0
TCE1204_I,-0.02
TCE1204_L,0
TCE1206_I,0.000965006
TCE1206_L,0
TCE1208_I,-1.19E-01
TCE1208_L,0
TCE1211_I,-1.70E+00
TCE1211_L,0
TCE1297_I,-0.370534071
TCE1297_L,0
TCE1298_I,3.56E-03
TCE1298_L,0.006442502
TCE1300_I,-1.00E-02
TCE1300_L,0
TCE1301_I,88.62559202
TCE1302_I,0.06133341
TCE1302_L,0
TCE1303_I,-0.164757926
TCE1303_L,0.00E+00
TCE1304_I,0
TCE1304_L,0
TCE1305_I,-0.007276473
TCE1305_L,0
TCE1306_I,-0.193094121
TCE1306_L,0
TCE1307_I,-0.01
TCE1307_L,0
TCE1308_I,-0.011014908
TCE1308_L,0.00E+00
TCE1309_I,1.00E-06
TCE1309_L,0
TCE1310_I,-70.65021094
TCE1310_L,0.01
TCE1311_I,0.009985364
TCE1311_L,0.00E+00
TCE1312_I,-13.42294497
TCE1312_L,-1.31E-02
TCE2000_I,0
TCE2001_I,0.00E+00
TCE2003_I,0.00E+00
TCE2005_I,0
TCE5004_I,0.007905526
TCE5004_L,0.002557914
TCE5005_I,0.006978646
TCE5005_L,2.56E-03
TCE5006_I,-0.000886263
TCE5006_L,0.003067533
TCE5007_I,-0.007333965
TCE5007_L,0.004775051
TCE5008_I,1.00E-06
TCE5008_L,0.002557914
TCE5016_I,0.00E+00
TCE5016_L,0.00E+00
TCE5017_I,-0.014106895
TCE5017_L,0.014106895
TCE5019_I,0.01
TCE5019_L,0.01
TCE5020_I,-0.015665779
TCE5020_L,0.005665779
TCE5021_I,0.01
TCE5021_L,0
TCE5022_I,0
TCE5022_L,0
TCE5023_I,0
TCE5023_L,0.079934811
TCE5024_I,0.00E+00
TCE5024_L,0
TCE5031_I,-0.000864225
TCE5031_L,0.051388491
TCE5035_I,0.004976691
TCE5035_L,0
TCE5036_I,0.211220797
TCE5036_L,0.00E+00
TCE5038_I,0.00E+00
TCE5038_L,-0.001411482
TCE5040_I,0.00E+00
TCE5041_I,-5.24E-04
TCE5041_L,0.001935691
TCE5042_I,-6.03E-03
TCE5042_L,6.03E-03
TCE5043_I,0.010001
TCE5043_L,0
TCE5045_I,0.001292403
TCE5045_L,0.00554992
TCE5046_I,-0.005920274
TCE5046_L,0.014056717
TCE5063_I,0.003557498
TCE5063_L,0.006442502
TCE5066_I,0.01
TCE5066_L,0
TCE5069_I,0.002336582
TCE5069_L,-0.032336582
TCE5070_I,-0.033759972
TCE5070_L,0.014989376
TCE5071_I,0.01
TCE5071_L,0
TCE5072_I,-0.01
TCE5072_L,0
TCE5073_I,-0.01
TCE5074_I,-0.010990072
TCE5075_I,0.01
TCE5075_L,0
TCE5076_I,0
TCE5077_I,0.01
TCE5078_I,0
TCE5079_I,0.002557914
TCE5079_L,-0.002557914
TCE5080_I,0.131741072
TCE5080_L,0
TCE5082_I,0.001232975
TCE5083_I,0.00E+00
TCE5083_L,0
TCE5084_I,-0.307017158
TCE5084_L,-0.002557914
TCE5085_I,0.199347388
TCE5085_L,-0.002681821
TCE5086_I,-0.001249531
TCE5086_L,0.006245655
TCE5092_I,0.00791311
TCE5092_L,-1.90E-02
TCE5093_I,0
TCE5094_I,0.00E+00
TCE5096_I,0
TCE5097_I,0.01
TCE5098_I,0.002018259
TCE5098_L,-0.005675817
TCE5099_I,0.079934811
TCE5100_I,5.11E-03
TCE5101_I,-0.217156847
TCE5102_I,-0.034662233
TCE5103_I,0
TCE5104_I,0.00670767
TCE5104_L,-0.035478266
TCE5105_I,0.01
TCE5106_I,0
TCE5107_I,0
TCE5108_I,0
TCE5109_I,0.01
TCE5110_I,0.01
TCE5300_I,-0.00532687
TCE5300_L,0
TCE5301_I,0.0054128
TCE5302_I,2.89E-02
TCE5302_L,0
TCE5303_I,0
TCE5303_L,0.005468635
TCE5304_I,0
TCE5305_I,-0.001007088
TCE5306_I,0.00E+00
TCE5307_I,0
TCE5308_I,0
TCE5309_I,0.001249531
TCE5310_I,0.001005088
TCE5311_I,0.039281136
TCE5311_L,0
TCE5312_I,-5.68E-03
TCE5312_L,0
TCE5313_I,0.00E+00
TCE5313_L,0
TCE5314_I,-1.00E-06
TCE5314_L,0
TCE5315_I,-0.191762128
TCE5315_L,0
TCE5316_I,-0.001856302
TCE5316_L,0.001856302
TCE5317_I,-0.102015747
TCE5317_L,0
TCE5318_I,0.083837692
TCE5318_L,0
TCE5319_I,-0.009985843
TCE5319_L,0
TCE5320_I,-2.00E-02
TCE5320_L,0
TCE5321_I,0
TCE5321_L,0
TCE5322_I,2.10E-03
TCE5322_L,0
TCE5323_I,0.00E+00
TCE5323_L,0
TCE5324_I,-1.00E-06
TCE5324_L,0
TCE5325_I,0
TCE5325_L,0
TCE5326_I,-3.60E-03
TCE5326_L,0.00359862
TCE5327_I,9.39E-03
TCE5327_L,0
TCE5328_I,0
TCE5328_L,0
TCE5329_I,0
TCE5329_L,0
TCE5330_I,0.00E+00
TCE5331_I,0.018340731
TCE5331_L,0
TCE5332_I,2.58E-02
TCE5332_L,0
TCE5333_I,0.019139165
TCE5333_L,0
TCE5334_I,-0.321900665
TCE5334_L,0
TCE5335_I,1.00E-02
TCE5335_L,0
TCE5336_I,0.00E+00
TCE5336_L,0
TCE5337_I,0.017339119
TCE5337_L,0
TCE5338_I,0
TCE5338_L,0.00E+00
TCE5339_I,0
TCE5339_L,0
TCE5340_I,0
TCE5340_L,0
TCE5341_I,-0.002721527
TCE5341_L,0.012721527
TCE5342_I,-0.136130755
TCE5342_L,0.00E+00
TCE5343_I,-0.483340688
TCE5343_L,0
TCE5344_I,0
TCE5344_L,0.00E+00
TCE5345_I,0.00744095
TCE5345_L,-0.02744095
TCE5347_I,0.00466893
TCE5347_L,-1.47E-02
TCE5348_I,-0.014314738
TCE5348_L,0
TCE5349_I,3.60E-03
TCE5349_L,0.01639938
TCE5350_I,0
TCE5350_L,0.00E+00
TCE5351_I,-0.00180081
TCE5351_L,0
TCE5352_I,0.00E+00
TCE5352_L,0
TCE5353_I,-0.006986979
TCE5353_L,0
TCE5354_I,0
TCE5354_L,0
TCE5355_I,0
TCE5355_L,0
TCE5356_I,0.00E+00
TCE5356_L,0
TCE5357_I,0
TCE5357_L,0
TCE5358_I,-0.000864225
TCE5358_L,0
TCE5359_I,-0.000864225
TCE5359_L,0.000864225
TCE5360_I,0.01
TCE5360_L,0
TCE5361_I,0.003143626
TCE5361_L,0.00E+00
TCE5362_I,-0.000864225
TCE5362_L,0
TCE5363_I,0.01
TCE5363_L,0
TCE5365_I,0.025505843
TCE5365_L,0
TCE5367_I,0.019427596
TCE5367_L,0.00E+00
TCE5369_I,-0.010993077
TCE5369_L,0.00E+00
TCE5370_I,-0.001386938
TCE5370_L,0.001386938
TCE5371_I,0
TCE5372_I,-0.002951397
TCE5372_L,0
TCE5373_I,0.00E+00
TCE5374_I,-0.03
TCE5374_L,0
TCE5375_I,0.09912839
TCE5375_L,0
TCE5376_I,0
TCE5377_I,0
TCE5378_I,4.11E-04
TCE5379_I,0
TCE5381_I,-0.292807823
TCE5382_I,0.010317121
TCE5383_I,0.005539674
TCE5384_I,0
TCE5385_I,1.00E-06
TCE5386_I,0.823513857
TCE5387_I,0
TCE5388_I,0.005109913
TCE5389_I,0.000701748
TCE5390_I,0
TCE5391_I,0.292809823
TCE5392_I,0
TCE5393_I,0.001729451
TCE5394_I,0
TCE5395_I,0.000765268
TCE5396_I,0.006038623
TCE5397_I,0
TCE5398_I,0.000161711
TCE5399_I,-0.021046456
TCE5400_I,0.216369901
TCE5401_I,0
TCE5402_I,0
TCE5403_I,0
TCE5404_I,-0.005915173
TCE5404_L,0
TCE5405_I,0
TCE5405_L,0
TCE5406_I,0.002884265
TCE5407_I,0
TCE5408_I,0.005948027
TCE5408_L,0
TCE5409_I,0
TCE5410_I,0.00E+00
TCE5410_L,0
TCE5411_I,0
TCE5411_L,0
TCE5412_I,-0.286178681
TCE5412_L,0
TCE5413_I,-0.006442502
TCE5413_L,0
TCE5414_I,0.076611377
TCE5414_L,0
TCE5415_I,0
TCE5415_L,0
TCE5416_I,-1.00E-02
TCE5416_L,0
TCE5417_I,0
TCE5417_L,0
TCE5501_I,0
TCE5501_L,0
TCE5502_I,-0.00744095
TCE5502_L,0.00744095
TCE5504_I,0.01
TCE5505_I,8.622223551
TCE5505_L,-0.001548981
TCE6001_I,0
TCE6002_I,0.004886319
TCE6002_L,-0.014886319
TCE7572_I,0
TCE7666_I,-1.00E-06
TCE7666_L,-0.003827943
TCE7728_I,0.02
TCE7728_L,0
TCE9072_I,0.000499754
TCE9072_L,-3.16E-03
TCM0059_I,0.022558914
TCM0064_I,1.00E-02
TCM0066_I,0
TCM0069_I,0
TCM0070_I,0
TCM0072_I,-9.538639576
TCM0073_I,0
TCM0075_I,-0.02
TCM0076_I,0
TCM0077_I,0.350628492
TCM0079_I,0
TCM0080_I,0
TCM0081_I,0
TCM0082_I,0
TCM0083_I,0.00E+00
TCM0087_I,0
TCM0088_I,0
TCM0089_I,0.628061498
TCM0091_I,0
TCM0092_I,0
TCM0094_I,0.428336153
TCM0095_I,0.01
TCM0096_I,0
TCM0097_I,0
TCM0098_I,0
TCM0099_I,0.00E+00
TCM0101_I,0
TCM0104_I,0
TCM0105_I,0
TCM0106_I,0.01
TCM0109_I,-0.136379334
TCM0110_I,0
TCM0111_I,299.1553328
TCM0114_I,0
TCM0115_I,0
TCM0116_I,0
TCM0117_I,1.102457025
TCM0118_I,0
TCM0119_I,0
TCM0121_I,0
TCM0125_I,0
TCM0126_I,0
TCM0127_I,0
TCM0128_I,0
TCM0130_I,0
TCM0131_I,0
TCM0132_I,1.542150409
TCM0135_I,2.429086392
TCM0137_I,0
TCM0139_I,0.02
TCM0140_I,0
TCM0141_I,0.330542991
TCM0143_I,0
TCM0144_I,0
TCM0145_I,8.575720903
TCM0148_I,0
TCM0149_I,0
TCM0150_I,0
TCM0151_I,0
TCM0153_I,0
TCM0154_I,0
TCM0156_I,0
TCM0158_I,0
TCM0160_I,0
TCM0161_I,0
TCM0162_I,0.01
TCM0163_I,0
TCM0165_I,0
TCM0167_I,0
TCM0170_I,0
TCM0171_I,0
TCM0172_I,0
TCM0173_I,0
TCM0174_I,0
TCM0175_I,0
TCM0176_I,-0.001533767
TCM0177_I,0.01
TCM0181_I,0.02
TCM0183_I,1.492974074
TCM0184_I,0
TCM0187_I,0
TCM0188_I,0
TCM0190_I,-0.02
TCM0192_I,-0.01
TCM0196_I,0.01
TCM0198_I,0
TCM0199_I,0
TCM0200_I,0
TCM0201_I,0
TCM0204_I,0
TCM0206_I,0
TCM0207_I,1.00E-06
TCM0208_I,0
TCM0210_I,0.05
TCM0212_I,-0.02
TCM0214_I,0.00E+00
TCM0215_I,0
TCM0216_I,0
TCM0217_I,0
TCM0218_I,0
TCM0219_I,0
TCM0220_I,0
TCM0221_I,0
TCM0222_I,0
TCM0224_I,0.01
TCM0316_I,0
TCM1027_I,0
TCM1031_I,-17.20007432
TCM1033_I,0.01
TCM1034_I,-0.000864225
TCM1037_I,0.01
TCM1039_I,0.002313943
TCM1043_I,0
TCM1044_I,0
TCM1045_I,0.620990446
TCM1047_I,0
TCM1051_I,0.078430957
TCM1054_I,-0.156265615
TCM1055_I,-0.01
TCM1058_I,-0.179398539
TCM1061_I,-0.01
TCM1062_I,-0.01
