	rxn	Gonad	Glia	Intestine	Pharynx	Hypodermis	Body_wall_muscle	Neurons	primary	secondary
RC02103f	[c] : h2o + nad + xan <==> h + nadh + urate	-0.0	0.285479627259	0.935726769647	-0.0	-0.0	-0.0	-0.0	int	gli
TCE1161f	mal-L[e] <==> mal-L[c]	-0.0	-0.0	0.778201135482	-0.0	-0.0	-0.0	-0.0	int	na
RMC0012f	[m] : 3mob + coa + nad --> co2 + ibcoa + nadh	0.289424891435	-0.0	0.523920515169	0.244931854381	0.270775626711	0.713139321164	-0.0	mus	int
RC00875r	[c] : nad + sbt-D <==> fru + h + nadh	-0.0	-0.0	0.430757568409	-0.0	-0.0	0.920280228991	-0.0	mus	int
RC01896f	[c] : nad + xylt <==> h + nadh + xylu-D	-0.0	-0.0	0.379754803429	-0.0	-0.0	0.365730966113	-0.0	na	na
RM01931f	[m] : cyan + tsul <==> h + so3 + tcynt	0.616857304994	-0.0	0.33727471201	0.226275731754	0.970826181325	0.450753741297	-0.0	hyp	gon
TCE1161r	mal-L[e] <==> mal-L[c]	0.675001177881	0.531588368002	-0.0	0.590613918786	0.614108003299	0.896580700601	0.702633511506	mus	na
TCM1089r	thr-L[c] <==> thr-L[m]	-0.0	0.436888416544	1.0	-0.0	0.622155237335	-0.0	-0.0	int	hyp
RM00127f	[m] : atp + amp <==> (2) adp	0.0187235976367	0.0205594773431	0.366430738047	0.0254108288111	0.0257976400552	0.0280556777639	0.0215444113998	na	na
RC02103r	[c] : h2o + nad + xan <==> h + nadh + urate	-0.0	0.163851818305	0.891291697774	-0.0	-0.0	-0.0	-0.0	int	gli
RC01896r	[c] : nad + xylt <==> h + nadh + xylu-D	nan	nan	nan	nan	nan	nan	nan	na	na
RM01931r	[m] : cyan + tsul <==> h + so3 + tcynt	nan	nan	nan	nan	nan	nan	nan	na	na
RC00875f	[c] : nad + sbt-D <==> fru + h + nadh	-0.0	-0.0	0.323123429373	-0.0	-0.0	0.738350719544	-0.0	mus	int
RC00177f	[c] : atp + h2o + met-L --> amet + pi + ppi	0.23733509126	0.133737646973	0.175070754211	0.226598977438	0.70959459672	0.079304314762	0.0908531987337	hyp	na
RM00713f	[m] : sucsal + nad + h2o --> succ + nadh + (2) h	-0.0	-0.0	0.431354196532	-0.0	0.342241298155	0.651467448502	0.463705812643	mus	na
RC03655f	[c] : atp + his-L + trnahis --> amp + histrna + ppi	0.386126959384	0.264091541763	0.225053575461	0.395046810362	0.372878925401	0.469840543283	0.305429367423	na	na
RM02488f	[m] : etfox + glutcoa + h --> b2coa + co2 + etfrd	0.266017842192	0.230662546686	0.586208179427	0.289788574099	0.489420616135	0.426934491938	-0.0	int	na
DMN0063f	leuktrB4woh -->	-0.0	-0.0	0.731638636591	-0.0	0.219686420739	-0.0	-0.0	int	hyp
RC05802f	[c]: atp + pail3p --> adp + h + pail35p	0.0653466178759	0.15078309337	0.483815417227	0.244670966749	0.238933835403	0.129997311215	0.114569246307	int	na
RM08774f	[m] : 2np6mobq + amet --> 2np6mobq_me + ahcys + h	0.319206060465	0.272433326137	0.341256255113	-0.0	0.354137083591	-0.0	0.267706967596	na	na
RC03664f	[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna	0.377975681408	0.263336552937	0.224113959282	0.393229831027	0.372040990524	0.460722797845	0.306155761345	na	na
RM04753f	[m] : dc2coa + h + nadph --> dcacoa + nadp	-0.0	-0.0	0.644860890918	0.158811362501	0.41452479256	0.431965916854	0.201704774827	int	na
TCE5367f	glyald[e] + na1[e] <==> glyald[c] + na1[c]	0.760283419392	0.86651513287	0.778814464414	0.78945729555	0.855602733835	0.486597219955	0.590128817684	na	na
TCE5347r	2oxoadp[c] + akg[e] <==> 2oxoadp[e] + akg[c]	0.437154256183	0.327265878538	nan	0.482821938594	0.621771521068	0.678238988741	-0.0	mus	hyp
RC00966f	ura + prpp --> ump + ppi	0.436689999787	0.457156112722	0.314169327848	0.311877795267	0.303039484362	0.283549846176	0.371366633635	na	na
RC01968f	[c] : dgmp + h2o --> dgsn + pi	-0.0	-0.0	0.557338635813	-0.0	-0.0	-0.0	0.317252949724	int	neu
TCE5367r	glyald[e] + na1[e] <==> glyald[c] + na1[c]	-0.0	0.886883823356	0.779440742118	0.848525607546	0.84387238859	0.473492534662	0.59055061712	na	na
TCE5347f	2oxoadp[c] + akg[e] <==> 2oxoadp[e] + akg[c]	-0.0	-0.0	nan	-0.0	0.82131571653	-0.0	-0.0	hyp	na
RCC0162f	[c] : cys-L + mercplac + nad --> h + mercplaccys + nadh	-0.0	0.569690791873	-0.0	0.319205741297	0.579597562189	0.885708331473	0.817781421144	mus	neu
RC01768f	[c] : h2o + hxan + nad --> h + nadh + xan	-0.0	0.275189832186	0.949184213767	-0.0	-0.0	-0.0	-0.0	int	gli
RC08174f	stcoa + h2o --> ocdca + coa + h	-0.0	-0.0	0.698803554939	-0.0	0.262693691399	0.214128000616	-0.0	int	na
RC01015f	[c] : g3p <==> dhap	0.393467795065	0.491905111002	-0.0	0.57238579161	0.362116962077	0.842834740247	0.868859674965	neu	mus
TCE5327f	ddca[c] <==> ddca[e]	nan	nan	0.782721860792	nan	nan	nan	nan	na	na
TCM5005r	cbl1[c] <==> cbl1[m]	nan	nan	nan	nan	nan	nan	nan	na	na
RCC0068f	arachdcoa + (2) focytb + o2 --> tmndnccoa + (2) ficytb + (2) h2o	0.071055034172	-0.0	0.763027067271	-0.0	0.199181256696	-0.0	-0.0	int	hyp
TCM5005f	cbl1[c] <==> cbl1[m]	0.931238988524	0.914519195025	0.972696000413	0.939383446651	0.953358760315	0.969062766923	0.935540704548	na	na
RC01055f	[c] : r5p + ura <==> h2o + psd5p	nan	nan	nan	nan	nan	nan	nan	na	na
UPK0012r	(1.6214) storageMet[e] + glycogen[c] <-- 	0.593135748704	0.0177291017001	0.459652417409	0.296697156492	0.295471026869	0.899967802147	0.660764835603	mus	na
RC01015r	[c] : g3p <==> dhap	0.430582263492	0.597256533741	0.291022927051	0.704895072746	0.39414479115	0.884579940229	0.93447229247	neu	mus
TCE5327r	ddca[c] <==> ddca[e]	-0.0	-0.0	0.617226833387	0.27339415467	0.47240266032	0.649692923999	-0.0	mus	int
RC00138f	[c] : h2o + pppi --> h + pi + ppi	-0.0	-0.0	0.878509830413	-0.0	0.639801047075	-0.0	-0.0	int	hyp
RC02241f	[c] : Rtotal2coa + alpa_pl --> coa + pa_pl	0.59611164471	0.267220742533	0.707255228354	0.346039321229	0.383037351768	0.402913110215	0.25103908908	int	gon
RC01959f	[c] : Lfmkynr + h2o --> Lkynr + for + h	-0.0	-0.0	-0.0	-0.0	0.66131433776	-0.0	-0.0	hyp	na
RM01868f	dhor-S[c] + q[m] --> orot[c] + qh2[m]	0.34492852089	0.174915571499	0.425245064779	0.300587586113	0.298302631716	0.429212842137	0.236442257819	na	na
RM05066f	[m] : 3hmp + nad <==> 2mop + h + nadh	0.146523442584	-0.0	0.602292367363	0.166369323011	0.214282184002	0.468952119851	-0.0	int	mus
TCE1305r	xylt[e] <==> xylt[c]	-0.0	0.81307868689	0.797945180649	0.733557165135	0.807479935344	0.384715665243	0.534916362972	na	na
TCE0779r	adn[e] <==> adn[c]	0.621785602484	0.995524246792	0.688732781139	0.724424892075	0.835290189481	0.557792124834	0.727835261948	gli	hyp
RCC0153f	[x] : crn + ppcoa --> coa + pcrn	-0.0	0.220359195674	0.735187370626	0.211159469708	0.233190955734	0.353490351265	0.360221065995	int	na
TCM1283f	crn[m] --> crn[c]	0.0133925333574	0.224642103453	0.57226004902	0.218337043836	0.251750785891	0.270507864725	0.208524065943	int	na
TCE1305f	xylt[e] <==> xylt[c]	-0.0	0.970676259675	0.941340497987	0.882258739586	0.881463840718	0.406343656537	0.602560647869	na	na
TCM5018f	thmpp[c] --> thmpp[m]	0.822786549523	-0.0	-0.0	-0.0	0.784896057552	-0.0	0.897227939289	neu	na
TCE0779f	adn[e] <==> adn[c]	0.983506475362	0.706515519444	0.844120026812	0.760367480636	0.793014298133	0.630692731122	0.892750800495	na	na
RM00130f	[m] : atp + dpcoa --> adp + coa + h	0.826178923317	0.391260093926	0.420104173851	0.348416718667	0.648766874289	0.375012432814	0.32146339696	gon	hyp
RCC0140f	ak2lgchol + thbpt + o2 --> hak2lgchol + dhbpt + h2o	0.00486049953606	0.0444942587614	-0.0	-0.0	0.00583260638521	-0.0	-0.0	na	na
RC01137f	[c] : atp + dadp <==> adp + datp	0.328457772332	-0.0	-0.0	-0.0	0.327230271792	-0.0	-0.0	na	na
RM04125r	[m] : alpro + thf <==> dhlpro + mlthf + nh4	0.0348808312002	-0.0	0.740337241748	-0.0	0.186842415756	-0.0	-0.0	int	hyp
RC01057r	[c] : r1p <==> r5p	0.303900462106	0.249786525774	0.601911723007	0.387174298316	0.268692475461	-0.0	0.23879836552	int	pha
RC01137r	[c] : atp + dadp <==> adp + datp	0.506711518111	0.368652476854	0.222346857068	0.508308378345	0.408650390967	0.600694507475	0.487827056603	na	na
TCE5501f	(2) cl[e] + oh1[c] --> (2) cl[c] + oh1[e]	0.920700012897	0.920700012897	1.0	0.920700012897	0.920700012897	0.940424861387	0.920700012897	na	na
TCE0536r	bilirub[e] + hco3[c] <==> bilirub[c] + hco3[e]	nan	nan	nan	nan	nan	nan	nan	na	na
RC01057f	[c] : r1p <==> r5p	0.369777125525	0.278135470849	0.57247454682	0.302341318574	0.292822482574	-0.0	0.262000633453	int	na
RC05976f	[r] : Asn-X-Ser/Thr + g3m8mpdol --> doldp + g3m8masn + h	0.458818755153	0.200199956385	0.120061359734	0.325747881864	0.38529867787	0.249036120794	0.230816977999	na	na
TCM0207f	fum[c] + pi[m] <==> fum[m] + pi[c]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	na	na
RM08781f	[m] : 2npmhobq + amet --> ahcys + h + q9	0.334974347482	0.325920083662	0.379911434833	-0.0	0.354381227051	-0.0	0.269753561594	na	na
TCM0167f		nan	nan	nan	nan	nan	nan	nan	na	na
TCM5510f	2oxoadp[c] + akg[m] <==> 2oxoadp[m] + akg[c]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	na	na
RM04738f	[m] : 3hhdcoa <==> h2o + hdd2coa	nan	nan	nan	nan	nan	nan	nan	na	na
TCE5370f	aact[e] <==> aact[c]	-0.0	-0.0	0.114809445741	0.948842671489	0.673874192417	-0.0	0.264848463122	pha	hyp
RC09085f	[c] : glc-D-A + adp --> g6p-A + amp + h	0.515323472285	0.453760066731	0.419393672089	0.391613217794	0.436755927853	0.747014246283	0.694738780569	na	na
TCE5412r	thymd[e] <==> thymd[c]	0.580943539472	-0.0	0.696980563195	0.580741165812	0.680198273497	-0.0	0.685820645482	na	na
TCM0207r	fum[c] + pi[m] <==> fum[m] + pi[c]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	na	na
RC07380f	alken2gpe + h2o <==> alkenglyc + ethamp + h	-0.0	0.143629542997	0.208470030753	0.112838538385	-0.0	0.143243105467	-0.0	na	na
TCE0531f	leu-L[e] <==> leu-L[c]	0.0678811472295	0.0462789626187	0.674590036028	0.520530765349	0.363485102601	0.831071445424	0.325940919238	mus	int
TCM5510r	2oxoadp[c] + akg[m] <==> 2oxoadp[m] + akg[c]	-0.0	-0.0	-0.0	-0.0	0.735746617329	-0.0	-0.0	hyp	na
RM04738r	[m] : 3hhdcoa <==> h2o + hdd2coa	-0.0	-0.0	0.485156949776	0.21598879831	0.443294249112	0.632361745588	-0.0	mus	na
RC08218f	[c] : atp + ser-L + trnasec --> amp + ppi + sertrna_sec	0.582582972338	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	gon	na
RM01648f	[m] : 4abut + akg <==> glu-L + sucsal	-0.0	-0.0	0.309785661015	-0.0	0.226055946337	0.7235521844	0.417767099794	mus	neu
TCE0619f	gua[e] <==> gua[c]	0.491660011348	0.933363642552	0.817724431557	-0.0	0.361127058901	-0.0	0.508998868432	gli	int
TCE5349r	3hanthrn[e] <==> 3hanthrn[c]	0.636675097966	0.610400819367	0.755501021167	0.573961642461	0.919078217422	0.573961642461	0.664547105351	na	na
RC02099f	[c] : atp + duri --> adp + dump + h	0.466118783094	0.710671949769	0.353685862419	-0.0	0.193423417456	-0.0	-0.0	gli	gon
RCC0046f	[c] : dxtrn3 + pi --> g1p	0.383122913022	-0.0	0.336470561185	0.179847894632	0.188154225294	0.878710827822	0.404528259463	mus	na
TCE1202f	for[e] <==> for[c]	0.799782850262	0.714162910326	0.875786000639	0.625669624845	0.886696360056	0.638263184795	0.684901425871	na	na
TCE0619r	gua[e] <==> gua[c]	-0.0	0.772380674517	0.709216881989	-0.0	0.278856949468	-0.0	-0.0	gli	int
RM01648r	[m] : 4abut + akg <==> glu-L + sucsal	nan	nan	nan	nan	nan	nan	nan	na	na
RC01855f	[c] : dgtp + h2o --> dgmp + h + ppi	0.818326893001	0.449564329225	-0.0	0.51394812407	0.522367461327	0.434289100043	0.692297073844	gon	neu
TCE5349f	3hanthrn[e] <==> 3hanthrn[c]	-0.0	-0.0	0.966158081779	-0.0	0.94792852465	-0.0	-0.0	int	hyp
RMC0100f	[m] : (2) coa + (2) h2o + (2) nad + fad + fa8p1n3coa --> (2) accoa + (2) h + fadh2 + (2) nadh + btcoa	-0.0	-0.0	0.710733697424	-0.0	-0.0	-0.0	-0.0	int	na
TCE5405r	na1[e] + nac[e] <==> na1[c] + nac[c]	0.786154021921	0.650383307942	0.898144894225	0.927735551383	0.336326489339	0.560317476324	0.593104507679	pha	int
TCE5301f	itp[c] <==> itp[e]	0.752779897075	0.684276598737	0.456326558048	0.860839982343	0.776693306013	0.517818334253	0.459910607503	na	na
RC08198f	2hglut + nad <==> akg + nadh + h	-0.0	0.482769066281	0.828580040873	0.138875992796	0.943901225818	-0.0	0.316067280607	hyp	int
TCE5405f	na1[e] + nac[e] <==> na1[c] + nac[c]	0.82430620134	0.808080664581	0.837896078725	0.526331377162	0.387762014845	0.67761503046	0.698613876667	na	na
TCE5301r	itp[c] <==> itp[e]	0.998446324135	0.890937850892	nan	0.96505403579	0.911595255319	0.916458448676	0.96941379992	na	na
RC08198r	2hglut + nad <==> akg + nadh + h	-0.0	0.439430094112	0.77568118042	0.131597229536	0.871241046056	-0.0	0.300580162053	hyp	int
RC00512r	[c] : atp + cmp <==> adp + cdp	0.498810767943	-0.0	0.335964348651	0.431982629064	0.408172281945	0.419209778736	0.40913650849	na	na
RCC0066f	dlnlcgcoa + (2) focytb + o2 --> eicostetcoa + (2) ficytb + (2) h2o	0.0987399998344	0.0873337858655	0.714735213069	0.085395989616	0.254927643098	0.0984231444105	0.0782687488647	int	hyp
RC00782f	[c] : cys-L + h2o --> h2s + nh4 + pyr	-0.0	0.320163679301	0.645019644561	0.422510925204	0.619665106119	0.528782471512	0.550978034151	na	na
DMN0082f	[m] : rq9 -->	0.318175052625	0.29306175596	0.358042851302	-0.0	0.337091736613	-0.0	0.242448192638	na	na
BIO0013r	Rtotal3coa <==> Rtotal5coa	0.485787159133	0.358143739472	0.598154933862	0.420980490385	0.526077902242	0.597590665351	0.366657382759	na	na
RM00275f	[m] : (2) h + (2) o2s --> h2o2 + o2	0.825936398716	0.773108963009	0.518787897311	0.752094168828	0.767514850184	0.787305521153	0.765630683958	na	na
TCE5372r	etha[e] <==> etha[c]	0.584739261648	0.470700929117	0.860435711815	0.475549487712	0.402436582187	0.490081033489	0.478311626084	int	gon
BIO0013f	Rtotal3coa <==> Rtotal5coa	0.856865998703	0.788329371751	0.53616371318	0.790861109009	0.83151673976	0.843889637242	0.740105977511	na	na
RC00127r	[c] : atp + amp <==> (2) adp	0.9609417036	0.98880273692	-0.0	0.955923285816	0.94856610977	0.950017218642	0.964133185248	na	na
TCE5108r	34dhpha[c] <==> 34dhpha[e]	nan	nan	nan	nan	nan	nan	nan	na	na
RM03651f	[m] : atp + glu-L + trnagln --> amp + glutrna_gln + ppi	0.346854991719	0.234148382699	0.195596570188	0.332219191712	0.325313840623	0.47036470876	0.275172245767	na	na
RC06259f	[r] : dolmanp + m5mpdol --> dolp + h + m6mpdol	0.535081508383	0.224861118694	0.175599599893	0.338722948745	0.415801952033	0.292735609032	0.27137929781	na	na
RC07172f	[c] : h + nadph + o2 --> h2o2 + nadp	-0.0	0.384143212534	-0.0	0.724976760503	0.743115476014	-0.0	-0.0	hyp	pha
TCM0125f	dcdp[m] + dudp[c] --> dcdp[c] + dudp[m]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	na	na
TCM1039r	pan4p[c] <==> pan4p[m]	nan	nan	nan	nan	nan	nan	nan	na	na
TCE5108f	34dhpha[c] <==> 34dhpha[e]	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	na	na
RC01230f	[c] : atp + nh4 + xmp --> amp + gmp + (2) h + ppi	0.787686887987	0.277768462372	0.43324083076	0.299660194398	0.221548233106	0.499991880209	0.210392690427	gon	na
TCE0486f	(2) na1[e] + so4[e] <==> (2) na1[c] + so4[c]	nan	nan	nan	nan	nan	nan	nan	na	na
TCM1039f	pan4p[c] <==> pan4p[m]	0.769716635081	0.477184670488	0.380854558468	0.333284564237	0.515954496775	0.465556202652	0.3163186889	gon	na
TCE5414f	xtsn[e] <==> xtsn[c]	-0.0	0.785299371561	0.781352984829	-0.0	0.27465778625	-0.0	-0.0	gli	int
RC03346f	[c] : h2o + nicrnt --> nicrns + pi	-0.0	0.512648450362	0.462860117718	-0.0	0.146745835954	-0.0	-0.0	gli	int
RM03777r	[m] : etfox + occoa <==> etfrd + oc2coa	nan	nan	nan	nan	nan	nan	nan	na	na
TCM0109r	akg[m] + mal-L[c] <==> akg[c] + mal-L[m]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	na	na
RC01201f	[c] : acgam + atp --> acgam6p + adp + h	0.21733841197	-0.0	-0.0	0.292011476239	0.167409164162	-0.0	-0.0	na	na
TCE1122r	gln-L[e] <==> gln-L[c]	0.611755018215	0.377487824177	0.886697556281	0.794561255366	0.553247343428	0.932767847042	0.329147507355	mus	int
RM03777f	[m] : etfox + occoa <==> etfrd + oc2coa	0.0162637245272	0.00370370244651	0.669516065463	0.0470267835487	0.2302243736	0.46063696193	0.0883848216643	int	mus
TCM0109f	akg[m] + mal-L[c] <==> akg[c] + mal-L[m]	0.73865751428	0.499454688038	0.631181552524	0.743020439238	0.736700150391	0.878979632157	0.606808216548	na	na
TCM1071f	fadh2[m] + fum[c] --> fad[m] + succ[c]	0.451193679789	0.335208247388	0.492725851886	0.672711930437	0.44538648881	0.929272920457	0.67274865674	mus	na
TCM0141f	gln-L[c] --> gln-L[m]	0.33949848186	0.213311614632	0.188043841953	0.342855474047	0.326140174188	0.453877378674	0.267438899041	na	na
RC07384f	alkenac2gpe + cmp + h <==> alkenac2g + cdpea	-0.0	-0.0	0.605900052702	-0.0	-0.0	-0.0	-0.0	int	na
RCC0219f	[c] : ascr1 + o2 --> ascr7 + h2o2	-0.0	-0.0	0.550916185773	-0.0	0.250821035282	-0.0	-0.0	int	hyp
RC00895r	cys-L + akg <==> mercppyr + glu-L	0.614169265968	-0.0	0.475849751398	0.378978492898	0.759265773811	0.723066595587	-0.0	hyp	mus
RC00238f	[c] : (2) accoa <==> coa + aacoa	0.476230993441	0.36049744796	0.811447939706	0.287207933484	0.324988809274	0.327547473283	-0.0	int	gon
RC02003f	[c] : grdp + ipdp --> frdp + ppi	0.40015566464	0.322237130654	0.422078958534	0.0675149218757	0.298419594732	0.442678066843	0.120112290198	na	na
RC07384r	alkenac2gpe + cmp + h <==> alkenac2g + cdpea	nan	nan	nan	nan	nan	nan	nan	na	na
RC03454f	acakgp + h2o --> acakg + pi	-0.0	-0.0	0.451387450334	-0.0	-0.0	-0.0	-0.0	int	na
RC00238r	[c] : (2) accoa <==> coa + aacoa	-0.0	0.166718259592	0.835052661266	0.180802956218	0.24885202078	0.196405885314	0.184737548004	int	na
RMC0099f	[m] : coa + fa8p1n3crn --> crn + fa8p1n3coa	-0.0	-0.0	0.721134825636	-0.0	-0.0	-0.0	-0.0	int	na
TCM1062r	gcald[c] <==> gcald[m]	-0.0	0.657317525128	0.87527952778	0.781360696518	0.730014373759	0.920539672799	-0.0	na	na
TCE0508f	val-L[e] <==> val-L[c]	0.0475327807708	0.272969004081	0.874079439127	0.709210434002	0.448208361785	0.980166414756	0.551632624445	mus	int
TCE5093f	akgm[c] --> akgm[e]	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	na	na
RC02466f	[c] : 3sala + h --> co2 + hyptaur	-0.0	-0.0	-0.0	-0.0	0.0252539821416	-0.0	-0.0	na	na
DMN0085f	udp4k6dg -->	-0.0	-0.0	-0.0	-0.0	0.787281111933	-0.0	0.449668965599	hyp	neu
TCM1062f	gcald[c] <==> gcald[m]	nan	nan	nan	nan	nan	nan	nan	na	na
TCM5051f	eicostetcrn[c] --> eicostetcrn[m]	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	na	na
DMN0018f	[m] : thmpp -->	0.870486420295	-0.0	-0.0	-0.0	0.841630437843	-0.0	0.904677212839	na	na
RM02016f	[m] : h + nadph + trdox --> nadp + trdrd	0.586913337349	0.436690501264	0.53243617841	0.650943842044	0.471622074903	0.328823687874	0.303290631791	na	na
RC00267f	[c] : icit + nadp --> akg + co2 + nadph	0.511892649982	0.760512191537	0.73474736219	0.658579289512	0.953490788895	0.32017764515	0.225531748558	hyp	na
RMC0126f	[m] : coa + h2o + nad + fad + stcoa --> accoa + h + fadh2 + nadh + pmtcoa	-0.0	-0.0	0.490718974039	-0.0	0.422385261009	0.486481808856	-0.0	na	na
TCE5370r	aact[e] <==> aact[c]	-0.0	-0.0	-0.0	-0.0	0.864811333715	-0.0	-0.0	hyp	na
TCE0508r	val-L[e] <==> val-L[c]	-0.0	0.384479588786	1.0	0.82234158582	0.554616073701	1.0	0.752742139537	mus	int
RM01248f	[m] : 1pyr5c + (2) h + nadh --> nad + pro-L	0.497237574418	-0.0	0.44396886031	0.212664668398	0.332710174328	0.419318313512	0.282574985905	na	na
TCE1158f	nmn[e] --> nmn[c]	0.624886665643	0.636952540231	0.815459967084	-0.0	0.279071240635	-0.0	0.582654560106	int	na
TCE1133f	pap[e] <==> pap[c]	-0.0	-0.0	0.706901106552	-0.0	-0.0	-0.0	-0.0	int	na
TCE1133r	pap[e] <==> pap[c]	0.496470650427	0.943945914745	-0.0	0.583299120244	0.675587882747	0.304349637571	0.438231681768	gli	hyp
RC04742f	[x] : 3oddcoa + coa --> accoa + dcacoa	-0.0	-0.0	0.615149927654	-0.0	0.103757474959	-0.0	-0.0	int	hyp
RC08725f	[c] : xol27one + h + (2) nadph + (2) o2 --> (3) h2o + (2) nadp + 7a3o4chlstnt	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	na	na
RC02382f	tym + h2o + o2 --> 4hoxpacd + nh4 + h2o2	-0.0	-0.0	0.0537809750231	-0.0	-0.0	-0.0	-0.0	na	na
RC01415f	[c] : 56dthm + nadp <==> h + nadph + thym	-0.0	-0.0	0.998067492515	0.19539353036	0.229892399538	0.260457563623	-0.0	int	na
TCE0392f	rib-D[e] <==> rib-D[c]	-0.0	-0.0	0.696903714565	-0.0	-0.0	-0.0	-0.0	int	na
RC04620f	[c] : ahdt + (3) h2o --> dhnpt + (2) h + (3) pi	-0.0	-0.0	0.922701092913	-0.0	-0.0	-0.0	-0.0	int	na
DMN0062f	alkenglyc -->	-0.0	0.160608836502	0.30149306391	0.141466839152	-0.0	0.153701747268	-0.0	na	na
RC05803f	[c] : atp + pail5p --> adp + h + pail45p	0.293142542857	0.392437345288	0.281537117919	0.268232039827	0.115406349899	0.0569424396927	0.63484537983	neu	gli
RCC0086f	[x] : dc2coa + h2o + nad --> 3odcoa + h + nadh	-0.0	-0.0	0.618124109215	-0.0	0.114862231986	-0.0	-0.0	int	hyp
RC02529f	[c] : aact + h2o + o2 --> mthgxl + nh4 + h2o2	-0.0	-0.0	0.0497593113075	0.868680270867	0.436623988552	-0.0	0.119603221899	pha	hyp
TCE5106f	(3) ach[c] + (2) atp[c] + (2) h2o[c] --> (3) ach[e] + (2) adp[c] + (2) h[c] + (2) pi[c]	-0.0	-0.0	-0.0	0.0834283650084	-0.0	-0.0	0.695875122714	neu	pha
RC00895f	cys-L + akg <==> mercppyr + glu-L	0.546457826481	0.477767867692	0.47541598555	0.347008468673	0.64542764917	0.81269677045	0.684534507927	mus	na
TCE0459f	cl[e] + (2) i[c] --> cl[c] + (2) i[e]	0.952044740651	0.952044740651	1.0	0.952044740651	0.952044740651	0.96427551178	0.952044740651	na	na
