	rxn	Gonad	Glia	Intestine	Pharynx	Hypodermis	Body_wall_muscle	Neurons	primary	secondary
RC02103f	[c] : h2o + nad + xan <==> h + nadh + urate	-0.0	0.285479627259	0.936539089637	-0.0	-0.0	-0.0	-0.0	int	gli
TCE1161f	mal-L[e] <==> mal-L[c]	0.793508078653	0.799181976568	0.833130945999	0.830909360929	0.724563210962	1.0	0.882138128579	NA	NA
RMC0012f	[m] : 3mob + coa + nad --> co2 + ibcoa + nadh	0.289424891435	-0.0	0.523920515169	0.244931854381	0.270775626711	0.713139321164	-0.0	mus	int
RC00875r	[c] : nad + sbt-D <==> fru + h + nadh	-0.0	-0.0	0.430547689575	-0.0	-0.0	0.920653641791	-0.0	mus	int
RC01896f	[c] : nad + xylt <==> h + nadh + xylu-D	-0.0	-0.0	0.382435055494	-0.0	-0.0	0.368417460538	-0.0	int	mus
RM01931f	[m] : cyan + tsul <==> h + so3 + tcynt	0.616250523922	-0.0	0.33727471201	0.226275731754	0.970826181325	0.450753741297	-0.0	hyp	gon
TCE1161r	mal-L[e] <==> mal-L[c]	0.638507402875	0.643072984542	0.728947557593	0.668602870132	0.572687631661	0.852558175441	0.711460645961	NA	NA
TCM1089r	thr-L[c] <==> thr-L[m]	-0.0	0.436888416544	1.0	-0.0	0.622155237335	-0.0	-0.0	int	hyp
RM00127f	[m] : atp + amp <==> (2) adp	0.0198411918376	0.0221842047345	0.397817443126	0.0273730971751	0.00855546822089	0.0303360620518	0.0232239995856	int	NA
RC02103r	[c] : h2o + nad + xan <==> h + nadh + urate	-0.0	0.163851818305	0.889746890999	-0.0	-0.0	-0.0	-0.0	int	gli
RC01896r	[c] : nad + xylt <==> h + nadh + xylu-D	nan	nan	nan	nan	nan	nan	nan	NA	NA
RM01931r	[m] : cyan + tsul <==> h + so3 + tcynt	nan	nan	nan	nan	nan	nan	nan	NA	NA
RC00875f	[c] : nad + sbt-D <==> fru + h + nadh	-0.0	-0.0	0.323363800397	-0.0	-0.0	0.738350719544	-0.0	mus	int
RC00177f	[c] : atp + h2o + met-L --> amet + pi + ppi	0.248822475268	0.140210755095	0.18360687034	0.237566716999	0.743940068259	0.0831427657566	0.0952506335024	hyp	NA
TCE0441f	din[e] <==> din[c]	-0.0	0.795972415124	0.903133653165	-0.0	0.302347936365	-0.0	-0.0	int	gli
RM00713f	[m] : sucsal + nad + h2o --> succ + nadh + (2) h	-0.0	-0.0	0.429234911747	-0.0	0.334299141303	0.652660318076	0.498845787565	mus	NA
RC03655f	[c] : atp + his-L + trnahis --> amp + histrna + ppi	0.431261909839	0.294370188826	0.254126310777	0.439747831656	0.307992329501	0.524123508093	0.340232146876	NA	NA
RM02488f	[m] : etfox + glutcoa + h --> b2coa + co2 + etfrd	0.266352063641	0.230952348189	0.586268889984	0.290152660795	0.490035518001	0.427470887028	-0.0	int	NA
DMN0063f	leuktrB4woh -->	-0.0	-0.0	0.733374472846	-0.0	0.20347620249	-0.0	-0.0	int	hyp
RC05802f	[c]: atp + pail3p --> adp + h + pail35p	0.0663470087416	0.153075955654	0.490239186168	0.248390584045	0.242599571704	0.131985647466	0.116314209406	int	NA
RM08774f	[m] : 2np6mobq + amet --> 2np6mobq_me + ahcys + h	0.332998176133	0.284204505984	0.358565678451	-0.0	0.36943848361	-0.0	0.280296388859	NA	NA
RC03664f	[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna	0.422427825945	0.293714468119	0.253225796805	0.438003072363	0.307188773153	0.514278155984	0.341251706532	NA	NA
RM04753f	[m] : dc2coa + h + nadph --> dcacoa + nadp	-0.0	-0.0	0.644860890918	0.158811362501	0.41452479256	0.431965916854	0.204631378274	int	NA
TCE5367f	glyald[e] + na1[e] <==> glyald[c] + na1[c]	0.764929045283	0.871809875638	0.783981809659	0.794281185113	0.860830797622	0.489570517262	0.593734733116	NA	NA
TCE5347r	2oxoadp[c] + akg[e] <==> 2oxoadp[e] + akg[c]	0.437154256183	0.325810492626	nan	0.482821938594	0.61942469196	0.678238988741	-0.0	mus	hyp
RC00966f	ura + prpp --> ump + ppi	0.446955575643	0.467902799744	0.321486658272	0.319209323734	0.310163244501	0.290215449822	0.380096607644	NA	NA
RC01968f	[c] : dgmp + h2o --> dgsn + pi	-0.0	-0.0	0.557338635813	-0.0	-0.0	-0.0	0.321330568238	int	neu
TCE5367r	glyald[e] + na1[e] <==> glyald[c] + na1[c]	-0.0	0.860465252081	0.779440742118	0.824575266266	0.820213604692	0.464334376534	0.580164666054	NA	NA
TCE5347f	2oxoadp[c] + akg[e] <==> 2oxoadp[e] + akg[c]	-0.0	-0.0	nan	-0.0	0.817556635451	-0.0	-0.0	hyp	NA
RCC0162f	[c] : cys-L + mercplac + nad --> h + mercplaccys + nadh	-0.0	0.570188395691	-0.0	0.319484555696	0.580103819204	0.886481964913	0.818495722943	mus	neu
RC01768f	[c] : h2o + hxan + nad --> h + nadh + xan	-0.0	0.278015911745	0.95165897407	-0.0	-0.0	-0.0	-0.0	int	gli
RC08174f	stcoa + h2o --> ocdca + coa + h	-0.0	-0.0	0.714585712511	-0.0	0.263794992753	0.215030546403	-0.0	int	NA
RC01015f	[c] : g3p <==> dhap	0.400347869777	0.500506434814	0.311693243058	0.582394379504	0.368448844342	0.857572327556	0.884052327459	neu	mus
TCE5327f	ddca[c] <==> ddca[e]	nan	nan	0.782721860792	nan	nan	nan	nan	NA	NA
TCM5005r	cbl1[c] <==> cbl1[m]	nan	nan	nan	nan	nan	nan	nan	NA	NA
RCC0068f	arachdcoa + (2) focytb + o2 --> tmndnccoa + (2) ficytb + (2) h2o	0.0709742741795	-0.0	0.767225796859	-0.0	-0.0	-0.0	-0.0	int	gon
TCM5005f	cbl1[c] <==> cbl1[m]	0.531574174265	0.564086281403	0.636075933867	0.538067580103	0.577819218551	0.596289174825	0.58000662852	NA	NA
RC01055f	[c] : r5p + ura <==> h2o + psd5p	nan	nan	nan	nan	nan	nan	nan	NA	NA
UPK0012r	(1.6214) storageMet[e] + glycogen[c] <-- 	0.509974345976	0.0153286979117	0.458958362849	0.243925615052	0.274701885495	0.902707827499	0.453666563735	mus	NA
RC01015r	[c] : g3p <==> dhap	0.433661341012	0.601527492679	0.292792146064	0.709935750815	0.39696330568	0.890905538005	0.941154668575	neu	mus
TCE5327r	ddca[c] <==> ddca[e]	-0.0	-0.0	0.622136066185	0.27339415467	0.47240266032	0.649692923999	-0.0	mus	int
RC00138f	[c] : h2o + pppi --> h + pi + ppi	-0.0	-0.0	-0.0	-0.0	0.647509613402	-0.0	-0.0	hyp	NA
RC02241f	[c] : Rtotal2coa + alpa_pl --> coa + pa_pl	0.605009918136	0.271146697326	0.716063911141	0.351152373796	0.388622900179	0.408846778125	0.254718304856	int	gon
RM00842f	[m] : dhap + h + nadh <==> glyc3p + nad	nan	nan	nan	nan	nan	nan	nan	NA	NA
RM01868f	dhor-S[c] + q[m] --> orot[c] + qh2[m]	0.34492852089	0.174915571499	0.425245064779	0.300587586113	0.298302631716	0.429212842137	0.236442257819	NA	NA
RM05066f	[m] : 3hmp + nad <==> 2mop + h + nadh	0.146523442584	-0.0	0.599479130322	0.166369323011	0.214097871192	0.468952119851	-0.0	int	mus
TCE1305r	xylt[e] <==> xylt[c]	-0.0	0.817357371522	0.800662393366	0.737396576145	0.811729157524	0.386345380338	0.53773126694	NA	NA
TCE0779r	adn[e] <==> adn[c]	0.618204615745	1.0	0.702511077254	0.715743121496	0.835290189481	0.557792124834	0.727835261948	gli	hyp
RCC0153f	[x] : crn + ppcoa --> coa + pcrn	-0.0	0.222217517889	0.74198054995	0.213428958499	0.235688682701	0.35728957652	0.363323991057	int	NA
TCM1283f	crn[m] --> crn[c]	0.0133925333574	0.223655994388	0.57226004902	0.218337043836	0.251750785891	0.270507864725	0.208524065943	int	NA
TCE1305f	xylt[e] <==> xylt[c]	-0.0	0.970676259675	0.941340497987	0.882258739586	0.881463840718	0.406343656537	0.602111070091	NA	NA
TCM5018f	thmpp[c] --> thmpp[m]	0.829069352426	-0.0	-0.0	-0.0	0.790889528437	-0.0	0.90407917708	neu	NA
TCE0779f	adn[e] <==> adn[c]	0.991298138309	0.712112768605	0.859737699672	0.76639136281	0.799296819172	0.635689287126	0.899823467028	NA	NA
RM00130f	[m] : atp + dpcoa --> adp + coa + h	0.837747711367	0.396738816478	0.55754088201	0.353295515569	0.657851403379	0.380263643211	0.325964772873	gon	hyp
RCC0140f	ak2lgchol + thbpt + o2 --> hak2lgchol + dhbpt + h2o	0.0049446605263	0.0446632069798	-0.0	-0.0	0.00433419055079	-0.0	-0.0	NA	NA
RC01137f	[c] : atp + dadp <==> adp + datp	0.389390608406	-0.0	-0.0	-0.0	0.268601420589	-0.0	-0.0	gon	hyp
RC01057r	[c] : r1p <==> r5p	0.308267922964	0.253376296144	0.610188096493	0.392738516881	0.27255394991	-0.0	0.242230221159	int	pha
RC01137r	[c] : atp + dadp <==> adp + datp	0.517712938623	0.376656441192	0.226774554235	0.51934446894	0.417522766337	0.570647612344	0.498418468866	NA	NA
TCE5501f	(2) cl[e] + oh1[c] --> (2) cl[c] + oh1[e]	0.94499157029	0.94499157029	1.0	0.94499157029	0.94499157029	0.965236835075	0.94499157029	NA	NA
TCE0536r	bilirub[e] + hco3[c] <==> bilirub[c] + hco3[e]	nan	nan	nan	nan	nan	nan	nan	NA	NA
RC01057f	[c] : r1p <==> r5p	0.37927145692	0.285276827495	0.584217382992	0.310104180241	0.300340940308	-0.0	0.268727714898	int	NA
RC05976f	[r] : Asn-X-Ser/Thr + g3m8mpdol --> doldp + g3m8masn + h	0.482431656404	0.210503157262	0.124668406142	0.342512350362	0.40512790135	0.261852652948	0.242695870148	gon	NA
TCM0207f	fum[c] + pi[m] <==> fum[m] + pi[c]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA
RM08781f	[m] : 2npmhobq + amet --> ahcys + h + q9	0.349623051374	0.33804154591	0.39718433216	-0.0	0.369878609758	-0.0	0.282534354135	NA	NA
TCM0167f		nan	nan	nan	nan	nan	nan	nan	NA	NA
TCM5510f	2oxoadp[c] + akg[m] <==> 2oxoadp[m] + akg[c]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA
RM04738f	[m] : 3hhdcoa <==> h2o + hdd2coa	nan	nan	nan	nan	nan	nan	nan	NA	NA
TCE5370f	aact[e] <==> aact[c]	-0.0	-0.0	0.114809445741	0.948842671489	0.673874192417	-0.0	0.264848463122	pha	hyp
RCC0229f	[c] : ascr10coa + h2o --> ascr10 + coa + h	-0.0	-0.0	0.557772672004	-0.0	0.237018960044	-0.0	-0.0	int	hyp
TCE5412r	thymd[e] <==> thymd[c]	0.580943539472	-0.0	0.696980563195	0.580741165812	0.680198273497	-0.0	0.685820645482	NA	NA
TCM0207r	fum[c] + pi[m] <==> fum[m] + pi[c]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA
RC07380f	alken2gpe + h2o <==> alkenglyc + ethamp + h	-0.0	0.146150636299	0.214900440302	0.114910994388	-0.0	0.146345242302	-0.0	NA	NA
TCE0531f	leu-L[e] <==> leu-L[c]	0.0678818088986	0.0462483681328	0.676059454579	0.520530765349	0.363485102601	0.831071445424	0.326460153303	mus	int
TCM5510r	2oxoadp[c] + akg[m] <==> 2oxoadp[m] + akg[c]	-0.0	-0.0	-0.0	-0.0	0.733551461385	-0.0	-0.0	hyp	NA
RM04738r	[m] : 3hhdcoa <==> h2o + hdd2coa	-0.0	-0.0	0.483920627836	0.215941773681	0.442682007083	0.631116616507	-0.0	mus	NA
RC08218f	[c] : atp + ser-L + trnasec --> amp + ppi + sertrna_sec	0.60290309005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	gon	NA
RM01648f	[m] : 4abut + akg <==> glu-L + sucsal	-0.0	-0.0	0.309778437892	-0.0	0.224750184982	0.722030104782	0.417767099794	mus	neu
TCE0619f	gua[e] <==> gua[c]	0.494851909994	0.939423118772	0.843357428184	-0.0	0.363471526508	-0.0	0.512303332415	gli	int
TCE5349r	3hanthrn[e] <==> 3hanthrn[c]	0.636675097966	0.610400819367	0.755501021167	0.573961642461	0.835824200956	0.573961642461	0.660727059828	NA	NA
RC02099f	[c] : atp + duri --> adp + dump + h	0.474308785773	0.723158906707	0.359577387119	-0.0	0.19682198959	-0.0	-0.0	gli	gon
RCC0046f	[c] : dxtrn3 + pi --> g1p	0.386894446328	-0.0	0.338170571912	0.151596696181	0.182577905391	0.887760921121	0.321051974191	mus	NA
TCE1202f	for[e] <==> for[c]	0.801800608508	0.716255521211	0.881434788987	0.627800427862	0.893677020455	0.642218356221	0.685405103469	NA	NA
TCE0619r	gua[e] <==> gua[c]	-0.0	0.772380674517	0.716098519399	-0.0	0.278856949468	-0.0	-0.0	gli	int
RM01648r	[m] : 4abut + akg <==> glu-L + sucsal	nan	nan	nan	nan	nan	nan	nan	NA	NA
RC01855f	[c] : dgtp + h2o --> dgmp + h + ppi	0.839615426161	0.460251512548	-0.0	0.52674472753	0.53517573776	0.44561457445	0.709700574925	gon	neu
TCE5349f	3hanthrn[e] <==> 3hanthrn[c]	-0.0	-0.0	0.978729134248	-0.0	0.94792852465	-0.0	-0.0	int	hyp
RMC0100f	[m] : (2) coa + (2) h2o + (2) nad + fad + fa8p1n3coa --> (2) accoa + (2) h + fadh2 + (2) nadh + btcoa	-0.0	-0.0	0.71215380307	-0.0	-0.0	-0.0	-0.0	int	NA
TCE5405r	na1[e] + nac[e] <==> na1[c] + nac[c]	0.788182262014	0.652061266032	0.898144894225	0.930129065107	0.337194195731	0.56176306884	0.594634689181	pha	int
TCE5301f	itp[c] <==> itp[e]	0.752779897075	0.684276598737	0.459261307741	0.860839982343	0.776693306013	0.517818334253	0.450610075605	NA	NA
RC08198f	2hglut + nad <==> akg + nadh + h	-0.0	0.480476307405	0.826649897486	0.138911417841	0.930820615847	-0.0	0.316565716414	hyp	int
TCE5405f	na1[e] + nac[e] <==> na1[c] + nac[c]	0.839053156984	0.822537343056	0.856241380275	0.535747520654	0.394699132659	0.689737660112	0.711112178675	NA	NA
TCE5301r	itp[c] <==> itp[e]	0.998446324135	0.890937850892	nan	0.96505403579	0.911595255319	0.916458448676	0.96941379992	NA	NA
RC08198r	2hglut + nad <==> akg + nadh + h	-0.0	0.440708679139	0.77568118042	0.131980130592	0.873776047119	-0.0	0.299279114714	hyp	int
RC00512r	[c] : atp + cmp <==> adp + cdp	0.516946951004	-0.0	0.348373634318	0.449297251758	0.424290316643	0.434602663304	0.425256904268	NA	NA
RCC0066f	dlnlcgcoa + (2) focytb + o2 --> eicostetcoa + (2) ficytb + (2) h2o	0.0986121976916	0.0872956592491	0.717438672665	0.0852492595921	-0.0	0.0981431640989	0.0781450683315	int	NA
RC00782f	[c] : cys-L + h2o --> h2s + nh4 + pyr	-0.0	0.320163679301	0.645019644561	0.422510925204	0.619665106119	0.528279488884	0.550978034151	NA	NA
DMN0082f	[m] : rq9 -->	0.333105574738	0.299908406208	0.387554742982	-0.0	0.352909933503	-0.0	0.255166698153	NA	NA
BIO0013r	Rtotal3coa <==> Rtotal5coa	0.475700115121	0.352862372921	0.594289179146	0.413521496685	0.484573817945	0.588927725733	0.367588741759	NA	NA
RM00275f	[m] : (2) h + (2) o2s --> h2o2 + o2	0.692036682782	0.651709415248	0.518787897311	0.641203563704	0.672996265878	0.69657487107	0.644012207606	NA	NA
TCE5372r	etha[e] <==> etha[c]	0.59786186272	0.479626246746	0.860435711815	0.486033014964	0.41122164988	0.501330498237	0.488926684881	int	gon
BIO0013f	Rtotal3coa <==> Rtotal5coa	0.837503420398	0.772638875605	0.549088388802	0.775134472609	0.813600758785	0.82541026491	0.726913822319	NA	NA
RC00127r	[c] : atp + amp <==> (2) adp	-0.0	0.98880273692	-0.0	-0.0	-0.0	-0.0	-0.0	gli	NA
TCE5108r	34dhpha[c] <==> 34dhpha[e]	nan	nan	nan	nan	nan	nan	nan	NA	NA
RM03651f	[m] : atp + glu-L + trnagln --> amp + glutrna_gln + ppi	0.404821165065	0.272837631614	0.232796934793	0.386718278867	0.292251721421	0.548414799231	0.320625119734	NA	NA
RC06259f	[r] : dolmanp + m5mpdol --> dolp + h + m6mpdol	0.559621487921	0.235043435443	0.181909525404	0.354197161926	0.434371424294	0.305758301119	0.283825331379	gon	hyp
RC07172f	[c] : h + nadph + o2 --> h2o2 + nadp	-0.0	0.384731794528	-0.0	0.726087565677	0.744254073222	-0.0	-0.0	hyp	pha
TCM0125f	dcdp[m] + dudp[c] --> dcdp[c] + dudp[m]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA
TCM1039r	pan4p[c] <==> pan4p[m]	nan	nan	nan	nan	nan	nan	nan	NA	NA
TCE5108f	34dhpha[c] <==> 34dhpha[e]	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	NA	NA
RC01230f	[c] : atp + nh4 + xmp --> amp + gmp + (2) h + ppi	0.812379448186	0.286476001602	0.445823669947	0.309053999858	0.228493369767	0.515665721921	0.216988120989	gon	NA
TCE0486f	(2) na1[e] + so4[e] <==> (2) na1[c] + so4[c]	nan	nan	nan	nan	nan	nan	nan	NA	NA
TCM1039f	pan4p[c] <==> pan4p[m]	0.783722241026	0.485867424833	0.509153334212	0.339348941777	0.525342698924	0.474027367783	0.32198893625	gon	NA
TCE5414f	xtsn[e] <==> xtsn[c]	-0.0	0.785299371561	0.781352984829	-0.0	0.27465778625	-0.0	-0.0	gli	int
RC03346f	[c] : h2o + nicrnt --> nicrns + pi	-0.0	0.519867054915	0.469148132095	-0.0	0.148812164563	-0.0	-0.0	gli	int
RM03777r	[m] : etfox + occoa <==> etfrd + oc2coa	nan	nan	nan	nan	nan	nan	nan	NA	NA
TCM0109r	akg[m] + mal-L[c] <==> akg[c] + mal-L[m]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA
RC01201f	[c] : acgam + atp --> acgam6p + adp + h	0.219824988455	-0.0	-0.0	0.295352389902	0.169324498351	-0.0	-0.0	NA	NA
TCE1122r	gln-L[e] <==> gln-L[c]	0.620440007673	0.382846959249	0.888943581831	0.805841516126	0.560822976818	0.946010204974	0.333820362577	mus	int
RM03777f	[m] : etfox + occoa <==> etfrd + oc2coa	0.0162637245272	0.00370253437429	0.669664245577	0.0470196432495	0.2302243736	0.46063696193	0.088926937773	int	mus
TCM0109f	akg[m] + mal-L[c] <==> akg[c] + mal-L[m]	0.73595989816	0.463093977625	0.628496415952	0.725872194658	0.697633773067	0.865208009246	0.551996863811	NA	NA
TCM1071f	fadh2[m] + fum[c] --> fad[m] + succ[c]	0.451193679789	0.34323199816	0.531754889639	0.672711930437	0.42644031574	0.929272920457	0.67274865674	mus	NA
TCM0141f	gln-L[c] --> gln-L[m]	0.395201497364	0.247870133523	0.223837527621	0.397853962704	0.27781361413	0.527661184372	0.310829912935	NA	NA
RC07384f	alkenac2gpe + cmp + h <==> alkenac2g + cdpea	-0.0	-0.0	0.616148582136	-0.0	-0.0	-0.0	-0.0	int	NA
RCC0219f	[c] : ascr1coa + o2 --> ascr7coa + h2o2	-0.0	-0.0	0.627657529048	-0.0	0.204763442406	-0.0	-0.0	int	hyp
RC00895r	cys-L + akg <==> mercppyr + glu-L	0.614169265968	-0.0	0.475849751398	0.378978492898	0.759265773811	0.723066595587	-0.0	hyp	mus
RC00238f	[c] : (2) accoa <==> coa + aacoa	0.467735352312	0.359958345318	0.817633040578	0.286778430983	0.324109963733	0.327057645382	-0.0	int	gon
RC02003f	[c] : grdp + ipdp --> frdp + ppi	0.424029226715	0.346508181386	0.431158359847	0.0779451407786	0.322531438748	0.464059266054	0.139119991801	NA	NA
RC07384r	alkenac2gpe + cmp + h <==> alkenac2g + cdpea	nan	nan	nan	nan	nan	nan	nan	NA	NA
RC03454f	acakgp + h2o --> acakg + pi	-0.0	-0.0	0.449669943108	-0.0	-0.0	-0.0	-0.0	int	NA
RC00238r	[c] : (2) accoa <==> coa + aacoa	-0.0	0.167490596635	0.837748899855	0.181640541861	0.250004849716	0.197315752902	0.18559336099	int	NA
RMC0099f	[m] : coa + fa8p1n3crn --> crn + fa8p1n3coa	-0.0	-0.0	0.722536322769	-0.0	-0.0	-0.0	-0.0	int	NA
TCM1062r	gcald[c] <==> gcald[m]	-0.0	0.657317525128	0.87527952778	0.781360696518	0.730014373759	0.920539672799	-0.0	NA	NA
TCE0508f	val-L[e] <==> val-L[c]	0.0475332433002	0.272969004081	0.874079439127	0.709210434002	0.448208361785	0.980166414756	0.551632624445	mus	int
TCE5093f	akgm[c] --> akgm[e]	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	NA	NA
RC02466f	[c] : 3sala + h --> co2 + hyptaur	-0.0	-0.0	-0.0	-0.0	0.0252539821416	-0.0	-0.0	NA	NA
DMN0085f	udp4k6dg -->	-0.0	-0.0	-0.0	-0.0	0.791210211685	-0.0	0.451913137591	hyp	neu
TCM1062f	gcald[c] <==> gcald[m]	nan	nan	nan	nan	nan	nan	nan	NA	NA
TCM5051f	eicostetcrn[c] --> eicostetcrn[m]	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	NA	NA
DMN0018f	[m] : thmpp -->	0.876886639158	-0.0	-0.0	-0.0	0.847818494174	-0.0	0.911328818226	NA	NA
RM02016f	[m] : h + nadph + trdox --> nadp + trdrd	0.580265144506	0.435968145216	0.5335248628	0.650943842044	0.471622074903	0.328823687874	0.30653736318	NA	NA
RC00267f	[c] : icit + nadp --> akg + co2 + nadph	0.511892649982	0.7532794177	0.73474736219	0.653148504514	0.942149073863	0.319746802622	0.225176335325	hyp	NA
RMC0126f	[m] : coa + h2o + nad + fad + stcoa --> accoa + h + fadh2 + nadh + pmtcoa	-0.0	-0.0	0.489698097442	-0.0	0.422608686605	0.48686261599	-0.0	NA	NA
TCE5370r	aact[e] <==> aact[c]	-0.0	-0.0	-0.0	-0.0	0.864811333715	-0.0	-0.0	hyp	NA
TCE0508r	val-L[e] <==> val-L[c]	-0.0	0.384479588786	1.0	0.82234158582	0.554616073701	1.0	0.752742139537	int	mus
RM01248f	[m] : 1pyr5c + (2) h + nadh --> nad + pro-L	0.497376801073	-0.0	0.446750206142	0.212479738776	0.332803333266	0.419435722753	0.281968656227	NA	NA
TCE1158f	nmn[e] --> nmn[c]	0.63586159412	0.648139382512	0.821306289931	-0.0	0.28397258847	-0.0	0.592887763142	int	NA
TCE1133f	pap[e] <==> pap[c]	0.771803026408	1.0	0.706901106552	0.664068908667	0.900100235395	0.497579350895	0.516088650368	gli	hyp
TCE1133r	pap[e] <==> pap[c]	0.499568335997	0.927965507262	-0.0	0.586938564523	0.679803154756	0.306248600742	0.43821307861	gli	hyp
RC04742f	[x] : 3oddcoa + coa --> accoa + dcacoa	-0.0	-0.0	0.619949261548	-0.0	0.103757474959	-0.0	-0.0	int	hyp
RC08725f	[c] : xol27one + h + (2) nadph + (2) o2 --> (3) h2o + (2) nadp + 7a3o4chlstnt	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	NA	NA
RC02382f	tym + h2o + o2 --> 4hoxpacd + nh4 + h2o2	-0.0	-0.0	0.0537809750231	-0.0	-0.0	-0.0	-0.0	NA	NA
RC01415f	[c] : 56dthm + nadp <==> h + nadph + thym	-0.0	-0.0	0.998067492515	0.19539353036	0.229892399538	0.260113269016	-0.0	int	NA
TCE0392f	rib-D[e] <==> rib-D[c]	-0.0	-0.0	0.706305406372	-0.0	-0.0	-0.0	-0.0	int	NA
RC04620f	[c] : ahdt + (3) h2o --> dhnpt + (2) h + (3) pi	-0.0	-0.0	0.928236341576	-0.0	-0.0	-0.0	-0.0	int	NA
DMN0062f	alkenglyc -->	-0.0	0.164003663618	0.314567709727	0.144586684527	-0.0	0.156734498092	-0.0	NA	NA
RC05803f	[c] : atp + pail5p --> adp + h + pail45p	0.298653425346	0.399616433878	0.286439855628	0.273144995181	0.117561212396	0.0580180148378	0.646003186632	neu	gli
RCC0086f	[x] : dc2coa + h2o + nad --> 3odcoa + h + nadh	-0.0	-0.0	0.631404073195	-0.0	0.114862231986	-0.0	-0.0	int	hyp
RC02529f	[c] : aact + h2o + o2 --> mthgxl + nh4 + h2o2	-0.0	-0.0	0.0497593113075	0.868680270867	0.436623988552	-0.0	0.119603221899	pha	hyp
TCE5106f	(3) ach[c] + (2) atp[c] + (2) h2o[c] --> (3) ach[e] + (2) adp[c] + (2) h[c] + (2) pi[c]	-0.0	-0.0	-0.0	0.0835149718673	-0.0	-0.0	0.696042550701	neu	pha
