	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	LB	UB	BIO0010_X	BIO0010_I	RCC0005_X	RCC0005_I
10	b	BIO0006_I	BIO0006	NA	[c]: (0.071255) dlnlcgcoa_I + (0.099154) eicostetcoa_I + (0.025021) odecoa_I + (0.170596) vacccoa_I + (0.008707) lgnccoa_I + (0.011369) fa16p1n7coa_I + (0.233615) tmndnccoa_I + (0.051383) pmtcoa_I + (0.080196) fa17c9coa_I + (0.030888) fa17p0isocoa_I + (0.052693) lnlccoa_I + (0.00001) fa19c11coa_I + (0.026371) arachdcoa_I + (0.023869) fa15p0isocoa_I + (0.105017) stcoa_I + (0.009855) tdcoa_I <==> Rtotalcoa_I	(0.071255) C03595_I + (0.099154) C16164_I + (0.025021) C00510_I + (0.170596) CC0068_I + (0.008707) CC0116_I + (0.011369) CC0067_I + (0.233615) C16165_I + (0.051383) C00154_I + (0.080196) CC0098_I + (0.030888) CC0095_I + (0.052693) C02050_I + (0.00001) CC0099_I + (0.026371) C02249_I + (0.023869) CC0094_I + (0.105017) C00412_I + (0.009855) C02593_I <==> C00040_I	NA	Biomass assembly	-1000.0	1000.0	0.0842398657479	0.194721332979	0.0	0.0
11	b	BIO0006_X	BIO0006	NA	[c]: (0.071255) dlnlcgcoa_X + (0.099154) eicostetcoa_X + (0.025021) odecoa_X + (0.170596) vacccoa_X + (0.008707) lgnccoa_X + (0.011369) fa16p1n7coa_X + (0.233615) tmndnccoa_X + (0.051383) pmtcoa_X + (0.080196) fa17c9coa_X + (0.030888) fa17p0isocoa_X + (0.052693) lnlccoa_X + (0.00001) fa19c11coa_X + (0.026371) arachdcoa_X + (0.023869) fa15p0isocoa_X + (0.105017) stcoa_X + (0.009855) tdcoa_X <==> Rtotalcoa_X	(0.071255) C03595_X + (0.099154) C16164_X + (0.025021) C00510_X + (0.170596) CC0068_X + (0.008707) CC0116_X + (0.011369) CC0067_X + (0.233615) C16165_X + (0.051383) C00154_X + (0.080196) CC0098_X + (0.030888) CC0095_X + (0.052693) C02050_X + (0.00001) CC0099_X + (0.026371) C02249_X + (0.023869) CC0094_X + (0.105017) C00412_X + (0.009855) C02593_X <==> C00040_X	NA	Biomass assembly	-1000.0	1000.0	0.110429238152	0.0	0.0	0.0
12	b	BIO0007_I	BIO0007	NA	[c]: ocdca_I <==> Rtotal7_I	C01530_I <==> CC0122_I	NA	Biomass assembly	-1000.0	1000.0	0.0	0.0217872384525	0.0	0.0
13	b	BIO0007_X	BIO0007	NA	[c]: ocdca_X <==> Rtotal7_X	C01530_X <==> CC0122_X	NA	Biomass assembly	-1000.0	1000.0	0.0217813945761	0.0	0.0	0.0
14	b	BIO0008_I	BIO0008	NA	[c]: (0.079557) sphmyln_ce_I + (0.015693) pail_I + (0.015689) lpchol_I + (0.076233) alkenac2gpe_I + (0.108903) akac2gpe_I + (0.313837) pchol_I + (0.359684) pe_I + (0.015696) clpn_I + (0.005009) ps_I + (0.009698) akac2gchol_I --> PhosphoL_I	(0.079557) CC0201_I + (0.015693) C01194_I + (0.015689) C04230_I + (0.076233) C04756_I + (0.108903) C04475_I + (0.313837) C00157_I + (0.359684) C00350_I + (0.015696) C05980_I + (0.005009) C02737_I + (0.009698) C05212_I --> CC0124_I	NA	Biomass assembly	-0.0	1000.0	-0.0	0.111824622255	-0.0	-0.0
15	b	BIO0008_X	BIO0008	NA	[c]: (0.079557) sphmyln_ce_X + (0.015693) pail_X + (0.015689) lpchol_X + (0.076233) alkenac2gpe_X + (0.108903) akac2gpe_X + (0.313837) pchol_X + (0.359684) pe_X + (0.015696) clpn_X + (0.005009) ps_X + (0.009698) akac2gchol_X --> PhosphoL_X	(0.079557) CC0201_X + (0.015693) C01194_X + (0.015689) C04230_X + (0.076233) C04756_X + (0.108903) C04475_X + (0.313837) C00157_X + (0.359684) C00350_X + (0.015696) C05980_X + (0.005009) C02737_X + (0.009698) C05212_X --> CC0124_X	NA	Biomass assembly	-0.0	1000.0	0.111794628125	-0.0	-0.0	-0.0
16	b	BIO0009_I	BIO0009	NA	[c]: (0.028141) m4masn_I + (0.013612) nm3masn_I + (0.03835) m2masn_I + (0.032462) m3masn_I + (0.01185) fn2m2masn_I + (0.843482) chitin_I + (0.01648) fm2masn_I + (0.015623) nm2masn_I --> Glycans_I + (0.156518) asn-L_I	(0.028141) CC0032_I + (0.013612) CC0038_I + (0.03835) CC0040_I + (0.032462) CC0039_I + (0.01185) CC0036_I + (0.843482) C00461_I + (0.01648) CC0042_I + (0.015623) CC0034_I --> CC0132_I + (0.156518) C00152_I	NA	Biomass assembly	-0.0	1000.0	0.0	0.0505122124731	0.0	0.0
17	b	BIO0009_X	BIO0009	NA	[c]: (0.028141) m4masn_X + (0.013612) nm3masn_X + (0.03835) m2masn_X + (0.032462) m3masn_X + (0.01185) fn2m2masn_X + (0.843482) chitin_X + (0.01648) fm2masn_X + (0.015623) nm2masn_X --> Glycans_X + (0.156518) asn-L_X	(0.028141) CC0032_X + (0.013612) CC0038_X + (0.03835) CC0040_X + (0.032462) CC0039_X + (0.01185) CC0036_X + (0.843482) C00461_X + (0.01648) CC0042_X + (0.015623) CC0034_X --> CC0132_X + (0.156518) C00152_X	NA	Biomass assembly	-0.0	1000.0	0.0504986638479	0.0	0.0	0.0
18	b	BIO0010_I	BIO0010	NA	[c]: Biomass_I + (16.0) atp_I + (16.0) h2o_I --> (16.0) adp_I + (16.0) h_I + (16.0) pi_I	CC0134_I + (16.0) C00002_I + (16.0) C00001_I --> (16.0) C00008_I + (16.0) C00080_I + (16.0) C00009_I	NA	Biomass assembly	-0.0	1000.0	0.0	0.73540768822	-0.0	-0.0
19	b	BIO0010_X	BIO0010	NA	[c]: Biomass_X + (16.0) atp_X + (16.0) h2o_X --> (16.0) adp_X + (16.0) h_X + (16.0) pi_X	CC0134_X + (16.0) C00002_X + (16.0) C00001_X --> (16.0) C00008_X + (16.0) C00080_X + (16.0) C00009_X	NA	Biomass assembly	-0.0	1000.0	0.735210433683	0.0	-0.0	-0.0
20	b	BIO0011_I	BIO0011	NA	Rtotalcoa_I <==> Rtotal2coa_I	C00040_I <==> CC0002_I	NA	Biomass assembly	-1000.0	1000.0	0.00175472848309	0.0811416232779	0.0	0.0
21	b	BIO0011_X	BIO0011	NA	Rtotalcoa_X <==> Rtotal2coa_X	C00040_X <==> CC0002_X	NA	Biomass assembly	-1000.0	1000.0	0.0793651306038	0.0	0.0	0.0
22	b	BIO0012_I	BIO0012	NA	Rtotal3coa_I <==> Rtotal4coa_I	CC0003_I <==> CC0084_I	NA	Biomass assembly	-1000.0	1000.0	0.0	-0.0112913244379	0.0	0.0
23	b	BIO0012_X	BIO0012	NA	Rtotal3coa_X <==> Rtotal4coa_X	CC0003_X <==> CC0084_X	NA	Biomass assembly	-1000.0	1000.0	-0.0112913244379	0.0	-0.0112913244379	-0.0112913244379
24	b	BIO0013_I	BIO0013	NA	Rtotal3coa_I <==> Rtotal5coa_I	CC0003_I <==> CC0086_I	NA	Biomass assembly	-1000.0	1000.0	0.0	-0.0112913244379	0.0	0.0
25	b	BIO0013_X	BIO0013	NA	Rtotal3coa_X <==> Rtotal5coa_X	CC0003_X <==> CC0086_X	NA	Biomass assembly	-1000.0	1000.0	-0.0112913244379	0.0	-0.0112913244379	-0.0112913244379
26	b	BIO0014_I	BIO0014	NA	Rtotalcoa_I <==> Rtotal6coa_I	C00040_I <==> CC0123_I	NA	Biomass assembly	-1000.0	1000.0	0.0	0.0217872384525	0.0	0.0
27	b	BIO0014_X	BIO0014	NA	Rtotalcoa_X <==> Rtotal6coa_X	C00040_X <==> CC0123_X	NA	Biomass assembly	-1000.0	1000.0	0.0217813945761	0.0	0.0	0.0
28	b	BIO0015_I	BIO0015	NA	protSfar_I + protSgerC_I + hemeprotein_I + protSfarCmet_I + protSger_I + (4.0) pepd_I + protSfarC_I + focytC_I + protSgerCmet_I + ISclustprot_I --> biomass_minor_I + apoISclustprot_I + apocytc_I + apohemeprotein_I + (6.0) protCys_I	C20120_I + CC0017_I + CC0074_I + C04748_I + CC0016_I + (4.0) C00012_I + C04506_I + M00126_I + CC0018_I + MC0137_I --> CC0156_I + MC0136_I + M02248_I + CC0075_I + (6.0) C20119_I	NA	Biomass assembly	-0.0	1000.0	0.0	7.3540768822e-05	0.0	0.0
29	b	BIO0015_X	BIO0015	NA	protSfar_X + protSgerC_X + hemeprotein_X + protSfarCmet_X + protSger_X + (4.0) pepd_X + protSfarC_X + focytC_X + protSgerCmet_X + ISclustprot_X --> biomass_minor_X + apoISclustprot_X + apocytc_X + apohemeprotein_X + (6.0) protCys_X	C20120_X + CC0017_X + CC0074_X + C04748_X + CC0016_X + (4.0) C00012_X + C04506_X + M00126_X + CC0018_X + MC0137_X --> CC0156_X + MC0136_X + M02248_X + CC0075_X + (6.0) C20119_X	NA	Biomass assembly	-0.0	1000.0	7.35210433683e-05	0.0	0.0	0.0
30	b	BIO0100_I	BIO0100	NA	[c]: (0.202508) collg_I + (0.204599) glycogen_I + (0.058654) Glycans_I + (0.188823) RNA_I + (0.129849) PhosphoL_I + (0.029368) tre_I + (0.0001) biomass_minor_I + (1.152647) prot_mito_I + (0.117468) tag_I + (4.028712) prot_other_I --> Biomass_I	(0.202508) CC0151_I + (0.204599) C00182_I + (0.058654) CC0132_I + (0.188823) CC0120_I + (0.129849) CC0124_I + (0.029368) C01083_I + (0.0001) CC0156_I + (1.152647) MC0117_I + (0.117468) C00422_I + (4.028712) CC0118_I --> CC0134_I	NA	Biomass assembly	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
31	b	BIO0100_X	BIO0100	NA	[c]: (0.202508) collg_X + (0.204599) glycogen_X + (0.058654) Glycans_X + (0.188823) RNA_X + (0.129849) PhosphoL_X + (0.029368) tre_X + (0.0001) biomass_minor_X + (1.152647) prot_mito_X + (0.117468) tag_X + (4.028712) prot_other_X --> Biomass_X	(0.202508) CC0151_X + (0.204599) C00182_X + (0.058654) CC0132_X + (0.188823) CC0120_X + (0.129849) CC0124_X + (0.029368) C01083_X + (0.0001) CC0156_X + (1.152647) MC0117_X + (0.117468) C00422_X + (4.028712) CC0118_X --> CC0134_X	NA	Biomass assembly	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
32	b	BIO0101_I	BIO0101	NA	[c]: (0.238613) collg_I + (0.069111) Glycans_I + (0.222489) RNA_I + (0.153) PhosphoL_I + (0.0001) biomass_minor_I + (1.358154) prot_mito_I + (4.746997) prot_other_I --> Biomass_I	(0.238613) CC0151_I + (0.069111) CC0132_I + (0.222489) CC0120_I + (0.153) CC0124_I + (0.0001) CC0156_I + (1.358154) MC0117_I + (4.746997) CC0118_I --> CC0134_I	NA	Biomass assembly	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
33	b	BIO0101_X	BIO0101	NA	[c]: (0.238613) collg_X + (0.069111) Glycans_X + (0.222489) RNA_X + (0.153) PhosphoL_X + (0.0001) biomass_minor_X + (1.358154) prot_mito_X + (4.746997) prot_other_X --> Biomass_X	(0.238613) CC0151_X + (0.069111) CC0132_X + (0.222489) CC0120_X + (0.153) CC0124_X + (0.0001) CC0156_X + (1.358154) MC0117_X + (4.746997) CC0118_X --> CC0134_X	NA	Biomass assembly	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
